Date,Close LLY,High LLY,Low LLY,Open LLY,Volume LLY
2010-01-04,23.574195861816406,23.923003654561125,23.54128989259673,23.54128989259673,6067100
2010-01-05,23.159570693969727,23.633424624670432,22.98845816930792,23.62684443588368,7517100
2010-01-06,23.330686569213867,23.38333561309612,23.19248000463812,23.19248000463812,7661600
2010-01-07,23.212223052978516,23.40308117175994,23.13324823197266,23.357012316959498,5997100
2010-01-08,23.034536361694336,23.218811849207018,22.929235724463485,23.218811849207018,5624400
2010-01-11,23.350427627563477,23.403079177456853,23.093757598243467,23.093757598243467,4793400
2010-01-12,23.271461486816406,23.429411174237956,23.172741049254174,23.264878785344248,4700800
2010-01-13,23.59394645690918,23.69266690657939,23.212232573352704,23.264881638762244,5320900
2010-01-14,23.69265365600586,23.69265365600586,23.52812133895026,23.52812133895026,6417300
2010-01-15,23.574195861816406,23.765053998080866,23.317525787112594,23.692659359458865,6519600
2010-01-19,24.620616912841797,24.956261749833953,23.63342296684082,23.686074515698273,17795600
2010-01-20,24.54822540283203,24.824641048273936,24.127023000791368,24.614039847253604,8851200
2010-01-21,23.765056610107422,24.666693320761336,23.692661963528494,24.528486728509638,11022600
2010-01-22,23.376760482788086,23.96249534465495,23.337271808407852,23.75189410242338,7247500
2010-01-25,23.52813148498535,23.705826765300593,23.383342180158486,23.593943435962107,6499400
2010-01-26,23.797962188720703,23.850613752838562,23.541292090058025,23.666335788990807,7128400
2010-01-27,23.949337005615234,23.969080091275806,23.626854890521102,23.797967490898454,7009700
2010-01-28,23.52813148498535,23.69924406386392,23.212229601279923,23.63343211288716,9423500
2010-01-29,23.166156768798828,23.653171148034588,23.12008790888638,23.653171148034588,9281900
2010-02-01,23.034536361694336,23.4886448890214,22.935815915918127,23.271463423105057,6767300
2010-02-02,23.442569732666016,23.52812726203148,22.968718247439767,23.034530186604243,6573500
2010-02-03,23.238554000854492,23.330691730956445,23.080601813133395,23.330691730956445,5493500
2010-02-04,22.817346572875977,23.179319774805315,22.777860413076112,23.100342434076413,8914200
2010-02-05,22.718631744384766,22.916070101858544,22.317172328201288,22.797606585261292,8698500
2010-02-08,22.889741897583008,23.12008871574864,22.521191005421457,22.69888626152706,8301000
2010-02-09,23.166156768798828,23.34385201870309,22.942392658982122,23.001624408950207,10261600
2010-02-10,22.805749893188477,23.192854880178086,22.67894095572964,23.192854880178086,9425900
2010-02-11,22.805749893188477,22.979280592875657,22.572153812078426,22.805749893188477,6352000
2010-02-12,22.658920288085938,22.718988218500556,22.44534599016872,22.658920288085938,8706400
2010-02-16,22.745683670043945,22.859143892096906,22.658918323411175,22.859143892096906,7280900
2010-02-17,22.95258140563965,23.106087753709787,22.83912118811195,22.925883985278023,5708100
2010-02-18,22.965932846069336,23.08606870597257,22.865818780814493,22.952584134301592,4158200
2010-02-19,22.852474212646484,23.012653673044486,22.59885376334193,22.825776787244614,5476400
2010-02-22,23.0059814453125,23.12611731808228,22.745687902980208,22.959262222124995,5855000
2010-02-23,22.66558265686035,23.00596828364302,22.592166049279573,22.93255167606224,5547900
2010-02-24,22.718994140625,22.899197978842313,22.66559927922411,22.765713371347214,4426200
2010-02-25,22.852474212646484,22.905866517443613,22.505415320441994,22.585505050640993,6111600
2010-02-26,22.91921615600586,23.039352029160764,22.819102079707864,22.912543072389127,4850100
2010-03-01,22.905864715576172,23.059371080551585,22.879167292274424,23.026000574427613,5714700
2010-03-02,23.059364318847656,23.19952193107374,22.912533625756094,22.919206706621573,6316400
2010-03-03,22.905864715576172,23.179506939403026,22.84579678615045,23.106090298326432,5317600
2010-03-04,23.05269432067871,23.06604303020038,22.89918798018853,22.952580272269195,5815300
2010-03-05,23.419775009155273,23.419775009155273,23.112762327025873,23.126111036597504,5995400
2010-03-08,23.3129940032959,23.43312987499621,23.232904270831256,23.43312987499621,5672000
2010-03-09,23.399755477905273,23.473169568631025,23.206202989431098,23.359709345322464,4805800
2010-03-10,23.586641311645508,23.666731061275556,23.41311309644587,23.51990027795501,5063800
2010-03-11,23.906991958618164,23.913667586548595,23.513213928923197,23.579957478197134,6661300
2010-03-12,23.98041343688965,24.02713265782155,23.68007376946556,24.02045957454839,7245200
2010-03-15,24.0338077545166,24.053832098026795,23.866952652636847,23.96706673216742,6446000
2010-03-16,24.147268295288086,24.17396572014017,23.953715784120302,24.08720036237417,6635900
2010-03-17,24.173961639404297,24.25405135443428,24.0871962962849,24.167286011314886,6155400
2010-03-18,24.26740074157715,24.280749452122215,24.040477754323437,24.080523885958634,5731200
2010-03-19,24.140581130981445,24.414225785949906,24.03379402860573,24.140581130981445,9641300
2010-03-22,24.38753318786621,24.574410017411193,24.10721539754288,24.140585896246506,6691600
2010-03-23,24.440927505493164,24.561063347603675,24.334140373173387,24.454276215283897,6515200
2010-03-24,24.200651168823242,24.494317635751333,24.14725888593077,24.480968928526824,5450700
2010-03-25,24.01377296447754,24.414226519929567,24.000424258028595,24.414226519929567,5852200
2010-03-26,23.64002227783203,24.05382463523494,23.626676114308335,24.05382463523494,8199200
2010-03-29,23.67339515686035,23.846923287504545,23.586629818535254,23.69341694800999,6954900
2010-03-30,23.960384368896484,23.987079239893617,23.68006658237715,23.700088372126455,7239900
2010-03-31,24.173961639404297,24.354165407726363,23.893643817790146,23.94036303039148,9361900
2010-04-01,24.127243041992188,24.420907035260647,24.053826407173524,24.32746860767551,6248100
2010-04-05,24.39421272277832,24.674530587260712,24.16061662404843,24.260728146644155,8196400
2010-04-06,24.367507934570312,24.414229686203658,24.067170911537456,24.28741823149527,7033500
2010-04-07,24.374189376831055,24.48097652174353,24.327470160057246,24.367513748145445,9554200
2010-04-08,24.374189376831055,24.440930387648965,24.327470160057246,24.367513748145445,6104900
2010-04-09,24.58775520324707,24.641147484321845,24.38752969370707,24.487641175474327,4587200
2010-04-12,24.407556533813477,24.581087211743878,24.387534742516127,24.581087211743878,5256400
2010-04-13,24.641149520874023,24.667846936620652,24.36083429355151,24.407553498105262,5788900
2010-04-14,24.4209041595459,24.574410493360315,24.32746574296372,24.507669494660448,7678300
2010-04-15,24.507671356201172,24.54771494006034,24.360838092701297,24.434254724451236,5629500
2010-04-16,24.38753318786621,24.587758726093814,24.36083577050097,24.374184479183587,7987600
2010-04-19,24.414234161376953,24.440929036624684,23.860274127385438,23.993758687648977,11600000
2010-04-20,24.3808536529541,24.46094589221328,24.334134453055633,24.3808536529541,7789400
2010-04-21,24.0338077545166,24.4008910154575,23.893650079979242,24.36084487444391,11347000
2010-04-22,23.613325119018555,23.9203377704651,23.499862372002188,23.886967272874088,10391800
2010-04-23,23.66672134399414,23.680070054452862,23.25959458602481,23.6400239230767,10398900
2010-04-26,23.573278427124023,23.826898785523902,23.526559222419532,23.680065544449388,6419000
2010-04-27,23.272947311401367,23.62668183456629,23.239576802500764,23.55326518738099,7002500
2010-04-28,23.199527740478516,23.37305843850291,23.07271880423477,23.37305843850291,6968300
2010-04-29,23.38640594482422,23.593304590878912,23.246248304721455,23.33968673145663,6256300
2010-04-30,23.339683532714844,23.69341539859167,23.339683532714847,23.446470655206294,6937600
2010-05-03,23.486513137817383,23.63334637913664,23.359704231408934,23.539907969571917,5234100
2010-05-04,23.366376876831055,23.61332415008416,23.26626538816593,23.379725584520873,7010800
2010-05-05,23.41311264038086,23.606662652716032,23.26627931391325,23.333020346303698,6713800
2010-05-06,22.95924949645996,23.446465801084155,22.305175642356204,23.39307097788985,12354100
2010-05-07,23.10608673095703,23.29296611921036,22.70563562728251,22.959256017479586,23682700
2010-05-10,23.459823608398438,23.893645258134562,23.306314705161864,23.67339789202373,13461100
2010-05-11,23.546586990356445,23.7201176913275,23.326339618824083,23.34636141277984,6984800
2010-05-12,23.539812088012695,23.73609061867581,23.329999421734417,23.73609061867581,6697600
2010-05-13,23.350309371948242,23.573661396540597,23.33677265089426,23.539818302972876,5617300
2010-05-14,22.957759857177734,23.28263610700046,22.829164837111612,23.242025930306017,7688500
2010-05-17,23.018665313720703,23.120189426956774,22.727634858299226,22.991594454474473,5526900
2010-05-18,22.75470542907715,23.29616133511928,22.74793835981774,23.181103084651447,6693100
2010-05-19,22.917144775390625,23.01189924152193,22.65318516777754,22.65318516777754,9399300
2010-05-20,22.565200805664062,22.98482889004459,22.40276271197739,22.63965149102604,12160500
2010-05-21,22.41629409790039,22.470440976859553,22.11172435841833,22.335076361326937,9019400
2010-05-24,22.32154083251953,22.612573867789436,22.267396532536875,22.34184462227985,4874600
2010-05-25,22.165870666503906,22.20648082467738,21.671792027120166,22.084652932022188,10079600
2010-05-26,21.82746124267578,22.321539900515614,21.725937134382324,22.321539900515614,12715000
2010-05-27,22.213254928588867,22.247095446851763,22.010209237145457,22.11173079193414,6110700
2010-05-28,22.192955017089844,22.389233671969826,22.03728654035049,22.226795541273788,8389500
2010-06-01,22.030513763427734,22.42307101754021,21.93575927639814,22.08466065993958,5852100
2010-06-02,22.47720718383789,22.48397683438083,22.07788300335592,22.172637456035506,5509500
2010-06-03,22.58550453186035,22.700565385767543,22.45013988450256,22.490750053269668,5107700
2010-06-04,21.9086856842041,22.402764493231032,21.84100464587509,22.348620178941044,6832600
