Date,Close GOOG,High GOOG,Low GOOG,Open GOOG,Volume GOOG
2020-01-02,67.96450805664062,68.0027784959496,66.68113625378123,66.68113625378123,28132000
2020-01-03,67.63098907470703,68.21949378904033,66.87965675921359,66.99477145157972,23728000
2020-01-06,69.298583984375,69.41240176232888,67.10114319704458,67.10114319704458,34646000
2020-01-07,69.25533294677734,69.73498000240403,69.10820487947868,69.48397719879306,30054000
2020-01-08,69.80110168457031,70.16195571004387,69.1310807263238,69.19271085329153,30560000
2020-01-09,70.57200622558594,70.94479031968247,70.09682633773947,70.60879013786557,30018000
2020-01-10,71.0640869140625,71.32249959680215,70.49844891574355,70.9562228270138,36414000
2020-01-13,71.5362777709961,71.60039554495954,70.8796811249898,71.38219488764605,33046000
2020-01-14,71.1212387084961,71.66400997842213,70.9964843646267,71.52533842250335,31178000
2020-01-15,71.53478240966797,71.64388273641546,71.08793750518538,71.08793750518538,25654000
2020-01-16,72.15608978271484,72.17050755975373,71.62027331125607,71.9443509613726,23474000
2020-01-17,73.58212280273438,73.62710536182733,72.48017524611778,72.7132866836968,47924000
2020-01-21,73.78143310546875,74.15172956530859,73.12532942392227,73.5189931497126,40734000
2020-01-22,73.85847473144531,74.71657140247247,73.80777360412793,74.10948512930564,32216000
2020-01-23,73.89327239990234,74.3341561049517,73.6671233517669,73.94248700763428,27024000
2020-01-24,72.90216064453125,74.33290321561466,72.82958636128654,74.23821307805481,35692000
2020-01-27,71.27135467529297,71.47862635207109,70.64010476018741,71.12721481590667,35104000
2020-01-28,72.19883728027344,72.36982559892975,71.20027156677037,71.72366495202083,31548000
2020-01-29,72.50055694580078,72.83854427284919,71.90956451950167,72.50900587054568,21554000
2020-01-30,72.36186981201172,72.43344296644291,71.39561326641002,71.57256285484218,26788000
2020-01-31,71.28775024414062,73.07214155450929,71.00443070271177,73.01100441928448,48344000
2020-02-03,73.85797119140625,74.05977456333044,72.51843760203923,72.66804573923768,60736000
2020-02-04,71.92596435546875,73.04083554381477,70.89360290309025,72.42300986115556,78660000
2020-02-05,71.9836196899414,72.75951002338154,71.10534113827052,72.68893041161448,39724000
2020-02-06,73.37535095214844,73.66214415271976,72.05022742090019,72.08800488247648,33588000
2020-02-07,73.52445983886719,73.85300465278532,72.8842604739778,72.93148040083332,23446000
2020-02-10,74.9882583618164,75.02901645672682,73.28041530822058,73.28041530822058,28398000
2020-02-11,74.99372100830078,76.02956356686624,74.83705187856233,75.14382970829513,26892000
2020-02-12,75.46492767333984,75.58546515509761,74.9599337964532,75.27654851447119,23352000
2020-02-13,75.28549194335938,75.90779233470114,74.78546583154147,75.18757088995828,18590000
2020-02-14,75.58769989013672,75.58769989013672,74.92165315628125,75.3322147414029,23956000
2020-02-18,75.53451538085938,76.1289814075754,75.18261084820992,75.3023974856087,22414000
2020-02-19,75.88343811035156,76.15263568015233,75.62049759794319,75.80291546994543,18986000
2020-02-20,75.4589614868164,76.03006778030607,74.89581113683175,75.65032126810799,21932000
2020-02-21,73.81672668457031,75.16396605469446,73.58460879720211,74.95595111279452,34634000
2020-02-24,70.65948486328125,71.42394558501702,70.15250394751014,70.88414735149254,57342000
2020-02-25,69.01228332519531,71.48209951201612,68.71157292012217,71.22662194650655,49566000
2020-02-26,69.24738311767578,70.36673664691537,68.5425729469828,69.39451119796496,44048000
2020-02-27,65.51507568359375,68.1799301419976,65.46934227782602,67.70057882446223,59566000
