Date,Close ANET,High ANET,Low ANET,Open ANET,Volume ANET
2020-01-02,12.795000076293945,12.952187538146973,12.693750381469727,12.854999542236328,9992000
2020-01-03,12.553125381469727,12.739375114440918,12.404999732971191,12.5,12270400
2020-01-06,12.678750038146973,12.698124885559082,12.375,12.4243745803833,8256000
2020-01-07,12.803125381469727,12.839374542236328,12.581250190734863,12.678750038146973,8526400
2020-01-08,12.936249732971191,12.9868745803833,12.789375305175781,12.803125381469727,10780800
2020-01-09,12.925000190734863,13.056249618530273,12.870624542236328,13.03125,7606400
2020-01-10,12.9662504196167,13.103750228881836,12.883749961853027,12.949999809265137,7304000
2020-01-13,13.196874618530273,13.21875,12.993749618530273,13.003125190734863,9716800
2020-01-14,13.315625190734863,13.396875381469727,13.194375038146973,13.244375228881836,10352000
2020-01-15,13.336874961853027,13.51187515258789,13.170000076293945,13.188750267028809,9297600
2020-01-16,13.703125,13.713125228881836,13.410625457763672,13.499375343322754,10230400
2020-01-17,13.866874694824219,13.920000076293945,13.698437690734863,13.75,15939200
2020-01-21,13.827500343322754,14.0,13.706250190734863,13.83187484741211,9916800
2020-01-22,13.920000076293945,14.119375228881836,13.854374885559082,13.875,7236800
2020-01-23,14.37874984741211,14.436249732971191,13.842499732971191,14.008749961853027,13553600
2020-01-24,14.878125190734863,15.118124961853027,14.646249771118164,14.671875,25740800
2020-01-27,14.685625076293945,14.7943754196167,14.213937759399414,14.381250381469727,19211200
2020-01-28,14.795000076293945,14.864999771118164,14.671875,14.71500015258789,9859200
2020-01-29,14.690625190734863,14.938750267028809,14.657500267028809,14.864999771118164,7233600
2020-01-30,14.483750343322754,14.601875305175781,14.259374618530273,14.319375038146973,11059200
2020-01-31,13.958749771118164,14.4087495803833,13.927499771118164,14.4087495803833,16012800
2020-02-03,14.079375267028809,14.211250305175781,13.977499961853027,14.103124618530273,9030400
2020-02-04,14.457500457763672,14.479374885559082,14.244999885559082,14.284375190734863,7896000
2020-02-05,14.369375228881836,14.664375305175781,14.347187995910645,14.612500190734863,10528000
2020-02-06,14.532500267028809,14.583749771118164,14.314374923706055,14.422499656677246,7438400
2020-02-07,14.485625267028809,14.588125228881836,14.405312538146973,14.411250114440918,7526400
2020-02-10,14.525625228881836,14.659687995910645,14.344374656677246,14.381250381469727,12961600
2020-02-11,14.46875,14.663749694824219,14.391249656677246,14.61312484741211,11355200
2020-02-12,14.6537504196167,14.698749542236328,14.439374923706055,14.489375114440918,13379200
2020-02-13,14.851249694824219,15.084375381469727,14.524999618530273,14.53125,24499200
2020-02-14,13.966875076293945,14.1875,13.5625,13.59375,33832000
2020-02-18,14.1118745803833,14.143750190734863,13.774374961853027,13.948749542236328,13776000
2020-02-19,14.063750267028809,14.21500015258789,13.939374923706055,14.123125076293945,11504000
2020-02-20,14.267499923706055,14.297499656677246,13.977499961853027,14.024999618530273,11952000
2020-02-21,13.9662504196167,14.035625457763672,13.766875267028809,13.968125343322754,15432000
2020-02-24,13.359375,13.522500038146973,13.084375381469727,13.124375343322754,16489600
2020-02-25,12.874375343322754,13.593125343322754,12.656874656677246,13.523750305175781,20457600
2020-02-26,12.696249961853027,13.070625305175781,12.67562484741211,12.943750381469727,13156800
2020-02-27,12.073749542236328,12.716875076293945,12.065625190734863,12.440625190734863,17584000
2020-02-28,12.069999694824219,12.256875038146973,11.611249923706055,11.688124656677246,19475200
2020-03-02,12.286874771118164,12.323749542236328,11.884374618530273,12.167499542236328,14659200
2020-03-03,11.984375,12.428125381469727,11.788749694824219,12.280625343322754,11180800
2020-03-04,12.601875305175781,12.616250038146973,12.079999923706055,12.358124732971191,11427200
2020-03-05,12.28499984741211,12.6225004196167,12.243749618530273,12.308124542236328,8960000
2020-03-06,11.923749923706055,12.20687484741211,11.6743745803833,11.97249984741211,15444800
2020-03-09,11.60562515258789,11.851249694824219,11.086874961853027,11.086874961853027,18836800
2020-03-10,12.4975004196167,12.527188301086426,11.529375076293945,11.844374656677246,21753600
2020-03-11,11.387499809265137,12.255624771118164,11.322188377380371,12.167499542236328,23360000
2020-03-12,10.180624961853027,10.88687515258789,10.161250114440918,10.541250228881836,33078400
2020-03-13,11.047499656677246,11.065625190734863,9.839374542236328,10.716875076293945,17172800
2020-03-16,9.8149995803833,10.701874732971191,9.805624961853027,10.072500228881836,16475200
2020-03-17,10.512499809265137,10.766249656677246,9.853375434875488,10.056875228881836,23912000
2020-03-18,11.0625,11.582500457763672,9.858124732971191,9.858124732971191,31808000
2020-03-19,11.117500305175781,11.857500076293945,10.790624618530273,10.983124732971191,14928000
2020-03-20,10.279999732971191,11.735438346862793,10.219374656677246,11.283124923706055,18297600
2020-03-23,10.117500305175781,10.478124618530273,9.789375305175781,10.246874809265137,15707200
2020-03-24,11.65999984741211,11.845624923706055,10.687188148498535,10.732500076293945,23580800
2020-03-25,11.770625114440918,12.293000221252441,11.564374923706055,11.71875,24233600
2020-03-26,12.535625457763672,12.666250228881836,11.658437728881836,11.791874885559082,18998400
2020-03-27,11.9556245803833,12.260000228881836,11.861562728881836,12.076250076293945,14644800
2020-03-30,12.858124732971191,12.93375015258789,11.817500114440918,11.938124656677246,16641600
