Date,Close ASML,High ASML,Low ASML,Open ASML,Volume ASML
2019-01-02,146.3249969482422,147.21436545648427,144.02198691707747,144.43390857183695,602500
2019-01-03,138.25515747070312,142.50542580376384,137.9743146916326,141.54116083566518,1078600
2019-01-04,144.2373046875,145.0705045773804,140.46448496222354,141.03555551270185,589500
2019-01-07,147.53268432617188,149.0961040762176,145.87565509536364,146.51225099048025,971900
2019-01-08,146.44667053222656,148.6373431869955,145.62284162105198,148.38457051818042,531700
2019-01-09,152.5225067138672,153.1872010730606,150.69695781886983,151.5675987207228,779900
2019-01-10,152.2322998046875,152.64422147816103,150.2663151940109,150.99653478426686,1028100
2019-01-11,151.67996215820312,152.9437972084584,150.6033460580077,151.19314431911494,639600
2019-01-14,148.56246948242188,150.11653236980442,148.1599044835311,149.8824872705593,680200
2019-01-15,149.06802368164062,150.6220868095349,148.17865502386354,148.77780999925898,482700
2019-01-16,147.24246215820312,149.21780350761043,147.1582093448824,149.0118426628396,537600
2019-01-17,147.48587036132812,148.5063179675957,145.3139390195525,145.83819781636106,953000
2019-01-18,152.31658935546875,153.5429837250548,148.72165907706773,149.02122945777626,1664700
2019-01-22,149.32078552246094,150.7250562327035,147.88843054081192,150.63143247136185,968500
2019-01-23,151.7735595703125,153.58039514304332,150.4067442066723,152.9063441224885,1458900
2019-01-24,158.12086486816406,158.72001975663807,156.61361384302143,156.83830228306644,1385700
2019-01-25,165.38563537597656,165.55414099371694,161.612829450119,162.15581580447048,1352900
2019-01-28,163.0358123779297,164.23412215765592,160.311538246587,160.77962845069814,2261100
2019-01-29,163.4664764404297,163.62562541002868,161.331986059367,163.3073274708307,966800
2019-01-30,165.8817901611328,166.25625656831227,162.65197097303212,163.9719743435753,687600
2019-01-31,163.85964965820312,165.24519261141987,163.13878677069397,163.5600793668222,562100
2019-02-01,167.02394104003906,167.22990186152444,164.93624855725363,165.50731914683058,795000
2019-02-04,168.10052490234375,168.250317172073,166.50902132015727,167.0426366392243,543000
2019-02-05,170.01976013183594,170.50657804590568,168.1005870358719,168.3346321869655,650800
2019-02-06,174.93466186523438,175.11253841844214,172.27591308301973,172.3039973508969,1554900
2019-02-07,169.5422821044922,172.26655630752302,168.80269156294605,171.84527796973308,1474500
2019-02-08,169.5142059326172,169.98229617140834,166.49033270484045,166.7431054335822,633100
2019-02-11,167.12692260742188,168.40948513511088,166.7056443005512,167.96947922116323,653300
2019-02-12,171.1243896484375,171.56439552939918,168.81203746452383,168.81203746452383,901600
2019-02-13,170.67501831054688,171.88269882710514,170.4690575136916,170.96523190112194,653800
2019-02-14,172.5661163330078,173.0716474093827,171.00269694693165,171.48950041752147,1060100
2019-02-15,172.60357666015625,173.28699864083893,171.78910427918132,173.27762769440426,824400
2019-02-19,170.8154754638672,171.8827205071971,169.38310636507674,169.3924773111011,900500
2019-02-20,172.11679077148438,172.50998486758937,170.206974550425,170.2631430948713,600400
2019-02-21,170.88099670410156,171.59248862151946,169.5797065999559,170.20694571497793,712700
2019-02-22,173.09039306640625,173.31508150432612,171.61122632463704,172.54740672183434,495600
2019-02-25,175.056396484375,176.25470637915868,174.40105870771268,175.814700402248,737200
2019-02-26,173.5303955078125,174.56955629921285,172.90315636849576,173.48358363189774,660600
2019-02-27,172.36952209472656,173.31507339403538,170.63759701194468,173.31507339403538,387900
2019-02-28,171.19931030273438,172.1261340690772,170.918467602309,171.62060292333183,318500
2019-03-01,173.2963409423828,173.44613322313214,171.47079216130692,172.6410175703271,389800
2019-03-04,173.811279296875,174.8129850281121,171.84529448494112,173.53042228303,558300
2019-03-05,172.75340270996094,173.92362844461627,172.39764951543145,172.8657398092936,258700
2019-03-06,169.59844970703125,172.61295182696148,169.4860983419234,172.53805567854948,499300
2019-03-07,166.19076538085938,168.65291036756935,165.6384080325276,168.63419704286574,648300
2019-03-08,167.42652893066406,167.54823697539143,164.3652287662081,164.73033861540844,415700
2019-03-11,169.5329132080078,170.47846459901592,166.93033271598816,166.95841698651515,609900
2019-03-12,170.86224365234375,171.81715145889197,169.27074016474754,170.38479689155776,509000
2019-03-13,170.88099670410156,172.24782628898512,170.7499320276041,172.02313786428448,418500
2019-03-14,171.5924835205078,172.51930717424526,171.06822483010285,171.55504259332656,524100
2019-03-15,180.5049591064453,180.6453947518013,175.63682338536657,175.6649076574416,1445100
2019-03-18,178.47341918945312,179.21299537159874,177.29383710534225,178.37043878080215,589500
2019-03-19,178.63259887695312,180.26155808915908,177.30322428146673,179.36281852398113,683400
2019-03-20,178.94149780273438,180.39258009093163,176.36700203769897,178.33298633589877,584100
2019-03-21,181.95603942871094,182.98584367502997,177.81812340392258,177.82748006616893,770100
2019-03-22,175.7678680419922,179.64365428121272,175.4870110682848,179.1474798178206,937000
2019-03-25,174.4385223388672,175.9457735849067,173.3619061431353,174.4385223388672,1028700
2019-03-26,175.3372039794922,175.95508641250444,174.19507714343936,174.30741420944963,414800
2019-03-27,172.31336975097656,175.96448204326535,171.41464452686049,175.18745056273963,786700
2019-03-28,172.44442749023438,173.16529040081778,171.10569636984454,171.88272781904857,312100
2019-03-29,176.04872131347656,176.39510347894327,173.66145851463543,174.391678059931,687400
2019-04-01,180.1959991455078,180.68281695263553,178.58576771691398,179.0351445934838,647500
2019-04-02,181.46922302246094,181.78752096113786,180.0836798949997,181.6002877198562,498300
2019-04-03,185.12033081054688,186.00969939779355,184.03435803970785,184.57734442512736,691700
2019-04-04,185.719482421875,186.3186373390555,184.83009956553053,185.59777439206366,437500
2019-04-05,188.53738403320312,188.84632530209325,187.70418398740142,187.7697234770055,503300
2019-04-08,190.56887817382812,190.6812152495946,188.76205687534846,189.10843904894776,503600
2019-04-09,188.70590209960938,190.05398996205895,188.23781186980628,189.20207660040222,708300
2019-04-10,187.03948974609375,187.91014501105855,185.91607603950916,187.320346743985,611600
2019-04-11,185.27944946289062,186.5339276558704,184.6990079541413,185.10157291754703,453300
2019-04-12,189.8760986328125,189.93226716620114,187.8633023815257,188.949274976966,430900
2019-04-15,187.0863037109375,188.85568424689086,186.30927219827282,188.43440588785063,389400
2019-04-16,190.6250457763672,191.41144815781107,188.24715387944386,188.52801085246102,755200
2019-04-17,190.3816375732422,195.56807045479798,187.77905732901687,195.0812669553594,1280500
2019-04-18,192.7689208984375,193.81743843674047,191.52379917921266,192.89998559072538,1007900
2019-04-22,192.39442443847656,192.7314499461279,190.72802450758354,191.56122447303005,357500
2019-04-23,192.18846130371094,192.95613606163116,191.0088791835907,191.08377532716673,438200
2019-04-24,192.30081176757812,194.5476389244987,192.1042076059827,192.44123310801868,485700
2019-04-25,193.0497589111328,194.07954873929364,190.99952163086877,193.65827043300155,756700
2019-04-26,196.24729919433594,196.30412525131322,192.43979440263837,194.04046245110683,637900
2019-04-29,195.49908447265625,196.30414444555467,194.22044025683692,195.02551468193843,365800
2019-04-30,197.7816925048828,197.96163688384223,195.38541608996616,195.71692072128664,337500
2019-05-01,195.48011779785156,199.72329864548487,195.46117096152864,198.82351902486778,391200
2019-05-02,195.04441833496094,196.5124873603578,193.30168523037932,195.62217397261256,405500
2019-05-03,197.6490478515625,197.65852849520078,195.3190929642505,195.84002253733266,345200
2019-05-06,194.32464599609375,194.67508305223944,190.42243514753764,191.54953367668193,413200
2019-05-07,190.08143615722656,192.26932617723583,187.9219591671757,192.26932617723583,623100
2019-05-08,190.78228759765625,192.80917984293652,190.2803048581693,191.02855309776731,573400
2019-05-09,188.47129821777344,189.3710778709997,184.44595525926462,187.89354253269937,688000
2019-05-10,188.23451232910156,189.42790291467125,185.099468396014,187.63780981021569,780200
2019-05-13,180.37326049804688,183.72612818852818,179.88074387919443,183.17678550830865,994000
2019-05-14,187.57151794433594,188.4523652777106,184.43648821546475,185.01424394314395,1036700
2019-05-15,190.0246124267578,191.41690872059547,184.6543329157565,184.82481109759658,711300
2019-05-16,191.4547882080078,192.90391056446012,189.4847362082093,189.9393591459466,708600
2019-05-17,190.56446838378906,193.65215246597174,190.13825849056448,191.1895839350263,700300
2019-05-20,180.4111328125,184.94793923393132,178.88623759800296,183.6219352266022,1287300
2019-05-21,183.5082550048828,184.843725000156,182.87367335409766,184.2186095403856,736600
2019-05-22,181.4056396484375,183.59352973027217,181.35827977976777,181.35827977976777,505300
2019-05-23,180.54373168945312,181.3393398743853,178.81994526853822,179.54924674964178,835500
2019-05-24,179.76705932617188,182.4758785628805,179.64392658062144,181.82235007065148,432200
2019-05-28,180.89418029785156,183.15784314966658,180.7994605659288,182.43800787233832,665700
2019-05-29,178.59262084960938,180.03227692850302,177.0203658195151,178.59262084960938,1154100
2019-05-30,179.85232543945312,181.14043578311,178.82941300900185,179.1514369818655,465300
2019-05-31,178.10958862304688,179.85232186150054,177.7591371751237,178.6494506312604,777300
2019-06-03,177.09616088867188,179.81446140696224,176.46157908188033,178.61159005117946,527300
2019-06-04,180.39218139648438,180.48688666774376,178.16639796497842,178.98093844925287,922600
2019-06-05,179.38821411132812,182.04968822529113,178.82940527924194,181.68977059341108,356400
2019-06-06,182.57061767578125,182.89265611213602,180.16488953531297,180.59109944989086,399300
2019-06-07,186.22657775878906,187.9693255524807,184.65433705516494,185.28891883324388,482300
2019-06-10,187.77989196777344,188.88804356594906,185.79090747830563,185.89509341243513,755900
2019-06-11,189.5226287841797,191.9473037076516,188.53759556389264,191.66315895363792,520400
2019-06-12,186.4159698486328,189.00165617265318,186.3307163252701,189.00165617265318,464500
2019-06-13,187.46730041503906,187.66620605427792,186.5959338738324,187.30628844622703,268300
2019-06-14,181.86972045898438,182.93051201375016,180.4300644545158,181.42456376320922,482300
2019-06-17,179.61550903320312,182.258021508951,179.52078931559504,181.8507585180758,476400
2019-06-18,184.42703247070312,185.4499450195716,179.47349618363612,179.47349618363612,1358900
2019-06-19,186.4159698486328,187.7419591296178,184.9952608537778,186.08446530228696,358200
2019-06-20,191.00018310546875,192.847102511428,189.8920314618932,192.37353269183825,431100
2019-06-21,191.57791137695312,192.07989415752033,189.81623132274686,190.6591849025863,562900
2019-06-24,192.07989501953125,193.0838605851712,191.2085284068588,192.6387038604513,476800
2019-06-25,188.51864624023438,192.35456423832545,187.64727960436568,192.07990013279604,535400
2019-06-26,193.58583068847656,194.135173301133,192.34508032721845,193.58583068847656,784500
2019-06-27,194.15414428710938,194.66559329233124,193.30171000880256,193.86999952767377,345100
2019-06-28,196.93873596191406,198.68148386154195,196.6451249895137,198.20791404742428,405000
2019-07-01,203.60653686523438,205.14089790945513,201.71225826162404,204.55367616703955,634200
2019-07-02,203.08563232421875,203.89070661060086,202.0816668532391,203.18035204692274,572400
2019-07-03,202.52684020996094,203.4360860330945,202.11009651927395,202.52684020996094,297100
2019-07-05,198.6625213623047,199.25922390576164,196.23784641750575,198.45414950434204,428600
2019-07-08,197.03341674804688,198.43517907406076,195.88738611771015,197.54488013940122,425300
2019-07-09,195.68850708007812,196.3515018884488,194.44775655608382,195.00656543369604,530000
2019-07-10,197.11868286132812,198.24578126299627,196.02947813572774,196.53146095210388,986500
2019-07-11,197.70591735839844,198.6625231131467,196.34203407687826,198.5299241525657,269600
2019-07-12,197.17552185058594,198.00900935228765,196.41782170598862,197.042922880061,427400
2019-07-15,195.83055114746094,198.1321075692177,195.15809021859715,197.30810085698695,681300
2019-07-16,194.16357421875,195.9915462975095,193.55740558952093,194.54242419244312,639200
2019-07-17,206.1638641357422,207.97290414495953,203.83390893573258,206.1449172981235,2050400
2019-07-18,214.669189453125,214.99122790814135,209.85773289337286,209.97138502325882,1750500
2019-07-19,211.79930114746094,213.04005140894645,211.31626527188868,211.3920381557,790500
2019-07-22,215.70156860351562,216.0614718088283,213.3810651196854,213.3810651196854,787500
2019-07-23,218.04100036621094,219.1017920287574,217.19804675175118,218.66610148038154,831100
2019-07-24,221.68743896484375,222.10418260062548,217.85152162010726,218.02201422210882,786500
2019-07-25,217.88943481445312,220.6550802926129,217.57687705960683,220.45617464781935,521700
2019-07-26,218.64718627929688,220.1247217688829,218.6282394403473,219.94476292937114,399700
2019-07-29,218.76080322265625,219.03546730833105,217.26432113481786,218.4198324374247,325900
2019-07-30,216.2698211669922,217.2832673278379,215.3132155136846,215.62577327023888,462000
2019-07-31,211.0321502685547,215.34163789595988,209.51673573566842,215.0574931547306,519500
2019-08-01,209.7345733642578,217.81367214970356,207.59402884309415,214.0345803388134,834200
2019-08-02,208.28543090820312,210.77639772645438,206.6563499684964,210.77639772645438,555700
2019-08-05,200.916748046875,204.9799709778738,199.18348067143486,204.94209174905868,693900
2019-08-06,203.5308380126953,205.09361264818855,201.31453470891086,204.18436668098656,481400
2019-08-07,204.2979736328125,204.80943702193073,201.17241060084828,202.28057645987087,428700
2019-08-08,208.39910888671875,208.89162548717943,205.21671949917683,205.43455754368352,627600
2019-08-09,204.57264709472656,205.87022346632756,201.94906687309927,205.36824073342206,415100
2019-08-12,203.1140594482422,205.15988420215902,202.4037048352601,204.62948840348466,292000
2019-08-13,207.61294555664062,209.12837431888607,200.215789441202,201.4754865287261,587600
2019-08-14,197.68695068359375,201.03035184550782,196.1241763441205,199.67594934492453,914100
2019-08-15,198.76669311523438,200.15898931586685,196.60721624327417,198.27417653588506,671500
2019-08-16,201.59866333007812,202.05328627722977,198.03740929614875,198.22683431977833,574500
2019-08-19,204.2885284423828,205.93654198246867,203.75813261558727,205.35880074072537,329200
2019-08-20,203.34133911132812,204.79046108758703,202.76358355887072,204.2411185580211,275200
2019-08-21,205.55770874023438,207.05419106076027,205.06519209560727,207.05419106076027,298100
2019-08-22,203.8812255859375,205.37770759821976,202.36581119091034,204.87572486366818,376100
2019-08-23,199.3728485107422,205.05568504786547,198.52042881105396,202.33739952897903,591500
2019-08-26,202.67835998535156,203.1045698135066,201.08715832078613,202.55522724194233,296800
2019-08-27,202.75413513183594,204.26954947687338,201.8354087719932,203.92857872010492,359700
2019-08-28,204.34535217285156,204.52531099464932,201.12508357418346,201.91119666066484,317500
2019-08-29,208.12445068359375,210.14184810499967,207.92554501839464,208.41806163281888,370300
2019-08-30,210.8427276611328,212.1687171990439,208.48434506991737,211.46784320852035,357600
2019-09-03,208.3896484375,209.8671838274009,207.32884231094852,208.98633652821988,598700
2019-09-04,215.2564239501953,215.4269021435228,212.3297515615747,212.86016188484632,432700
2019-09-05,224.55731201171875,225.44762549936928,223.24078861782345,223.85643799546816,982300
2019-09-06,225.94961547851562,227.4176847152668,224.63309204281558,225.5991784592626,872100
2019-09-09,228.57315063476562,229.5108238332959,226.26212821170535,226.44208700808795,536700
2019-09-10,228.89520263671875,228.89520263671875,225.52338830835976,227.37978809873147,735500
2019-09-11,232.27650451660156,232.27650451660156,228.48794638067253,228.90467563577474,782500
2019-09-12,233.78245544433594,235.08951264012165,231.67033830724947,232.14390807938022,828000
2019-09-13,235.82827758789062,237.94986089297174,235.2410412497751,237.1258541237449,934000
2019-09-16,233.1952362060547,234.25602788299773,232.4185748338623,233.07210343919425,398900
2019-09-17,234.9853057861328,235.28838289816142,232.2385926810546,232.67428319158466,730000
2019-09-18,236.58596801757812,237.2963226385894,233.57407136154708,235.5630700812594,519400
2019-09-19,236.39654541015625,238.7833410076133,236.39654541015625,237.19213912524128,394700
2019-09-20,232.7974395751953,237.61839119846036,231.73664783126762,237.44789855264133,819500
2019-09-23,235.34523010253906,236.0745315988292,232.8447822817469,233.17628690338856,296100
2019-09-24,233.36572265625,236.72807108620887,232.18179817050412,235.59150647033348,605600
2019-09-25,234.44546508789062,234.91903489002385,228.42165662666807,229.8423660330677,518300
2019-09-26,234.92848205566406,236.44391108063226,233.4414805125486,236.36813818416363,615100
2019-09-27,230.82737731933594,234.93795934162847,228.5637144589304,234.00976666451126,564500
2019-09-30,235.2884063720703,236.2260797337284,231.8787126475188,232.03024399255023,495000
2019-10-01,232.4185333251953,236.94585843356836,231.74605800224612,235.99871904767943,655300
2019-10-02,227.58816528320312,230.64743655858933,225.69388610685644,230.6190235271204,710100
2019-10-03,231.4335174560547,231.9355001803282,225.93062541920312,228.1753556177661,531000
2019-10-04,233.03419494628906,233.337286521688,231.27251490783772,231.5471934545682,518000
2019-10-07,234.34130859375,236.2450542347008,234.11398985737466,234.33184239931134,515900
2019-10-08,229.28350830078125,232.61744304433284,228.74363190427815,231.1493740799581,576700
2019-10-09,233.25204467773438,234.84323207315936,231.89762770101282,232.57956928539542,431300
2019-10-10,238.19610595703125,240.8007394497115,235.25050168358482,235.97032246422404,835700
2019-10-11,246.25624084472656,248.58619564564074,244.1156965787451,244.7408120432636,1034300
2019-10-14,247.80958557128906,248.15054190743018,245.3943625726781,246.08578479350138,731800
2019-10-15,253.39768981933594,255.1499035362007,249.10714938091212,249.51441239654406,1265400
2019-10-16,241.01858520507812,246.91927458509898,240.12827177940812,246.50253090055543,1720200
2019-10-17,240.3461456298828,243.57590966639185,239.8725758181854,242.64770242987822,1543900
2019-10-18,240.9712371826172,241.80472459266448,238.99171903595712,240.56397412229097,1640900
2019-10-21,246.6635284423828,247.20340488435943,243.5095666842094,244.1536145951272,790400
2019-10-22,241.79525756835938,246.51200864085448,241.586900156313,245.12919294414777,797300
2019-10-23,244.03997802734375,244.31465658794522,240.18511315170713,241.37851822485385,917100
2019-10-24,250.96351623535156,251.44656655616507,246.8718672816824,247.01393240415717,642300
2019-10-25,250.03536987304688,250.70785978978,248.03691922218601,248.57679572286258,550500
2019-10-28,252.42218017578125,254.17436528539488,251.8254776122236,253.25566763570896,683000
2019-10-29,250.61309814453125,255.02677134251752,250.27211292055046,254.6668537355828,501900
2019-10-30,251.60760498046875,251.95804197436638,247.2791704839186,249.24923685063555,494700
2019-10-31,248.12217712402344,251.27613946419314,247.50654212779668,251.27613946419314,630600
2019-11-01,256.2960205078125,256.52332479696145,252.09071773209092,253.08520290152853,617600
2019-11-04,259.8631286621094,261.5944150305835,258.81674519600307,259.31141503266423,664600
2019-11-05,258.5503845214844,260.5765567297896,257.789394231661,258.56942814817717,382700
2019-11-06,255.63958740234375,256.96184231088887,254.7549295450722,256.4100996044735,909500
2019-11-07,254.60276794433594,257.57067159060307,254.174721666467,255.9630522772205,560900
2019-11-08,254.26023864746094,255.12588173512282,251.78697682984372,252.83336017921064,743400
2019-11-11,253.7180633544922,254.45051731542108,252.20557539054482,253.17584247215578,451700
2019-11-12,254.54562377929688,256.0295751866022,253.61338598551006,255.12590283326273,336100
2019-11-13,256.7621154785156,257.3043073997009,254.27933108812266,254.964234123756,422800
2019-11-14,256.5813293457031,257.27572504302793,255.0783342439768,255.55396046073975,539200
2019-11-15,261.56591796875,262.0890952655491,260.2436629740434,260.93808779463654,667900
