Date,Close UNH,High UNH,Low UNH,Open UNH,Volume UNH
2010-01-04,24.919042587280273,24.974365306545554,24.47645781829596,24.800492180362056,12199500
2010-01-05,24.879533767700195,25.266794442064032,24.721469016952753,25.077115836708167,11180700
2010-01-06,25.124540328979492,25.337929356804683,24.824214695574014,24.974377512276753,9761100
2010-01-07,26.088727951049805,26.12034179703734,24.966463552252876,24.966463552252876,11789800
2010-01-08,25.843738555908203,26.017608748909456,25.559219857534423,25.97019097575616,7228700
2010-01-11,26.01760482788086,26.183576053494917,25.843734661083015,25.851636617129852,7206900
2010-01-12,25.33001708984375,26.009699794244305,24.92695105216067,25.84373160313143,13121500
2010-01-13,25.71727752685547,25.7251794814479,25.0375948671318,25.28259616014077,8797200
2010-01-14,26.333744049072266,26.341649021996922,25.551320561905044,25.827934316991673,8818300
2010-01-15,26.673572540283203,26.863252604886874,26.159858085414292,26.50760436804396,19382000
2010-01-19,27.764236450195312,28.372789656176078,27.2663287335086,27.31374952100468,26477900
2010-01-20,27.30584144592285,28.50714079220197,27.100357419851544,28.404397271734755,26854700
2010-01-21,26.159866333007812,28.206816813901092,26.08083470650916,28.001332776086628,29192700
2010-01-22,26.207284927368164,26.95809737580412,26.159864146514522,26.728901457306073,21021600
2010-01-25,26.080833435058594,26.649870765670624,26.049219580055002,26.52341836051941,10925800
2010-01-26,25.63824462890625,26.009699831815848,25.63824462890625,25.69356735935712,11057200
2010-01-27,26.270509719848633,26.49970259804935,25.377438042821872,25.559213160294096,14387100
2010-01-28,26.420673370361328,26.942289889469283,26.11244583836976,26.341641752109176,16742100
2010-01-29,26.080833435058594,26.713095460814657,26.049219580055002,26.412769868006844,11931500
2010-02-01,26.183578491210938,26.404869459481347,25.464379829468772,26.104543849069128,13710200
2010-02-02,26.910673141479492,26.965995871277606,26.02550644984702,26.19147463924136,12114600
2010-02-03,26.333744049072266,26.910683463155678,25.938579819026327,26.910683463155678,8410400
2010-02-04,25.654052734375,26.270510782546875,25.59873000137869,26.270510782546875,10648500
2010-02-05,25.71727752685547,25.788407177637307,25.164047244648124,25.622435982571357,12666000
2010-02-08,25.614534378051758,26.041312288575536,25.47227507454383,25.47227507454383,9558200
