Date,Close AVGO,High AVGO,Low AVGO,Open AVGO,Volume AVGO
2020-01-02,27.836231231689453,27.84573037038264,27.398472120480648,27.571157832330787,20329000
2020-01-03,27.128215789794922,27.629870078229885,27.118718298629453,27.414874677385505,22870000
2020-01-06,27.087636947631836,27.104906013778987,26.73449228520595,26.839830953713495,20789000
2020-01-07,26.9943904876709,27.3345842267452,26.960716956263372,27.219746401216856,18565000
2020-01-08,26.65764808654785,27.067779355087858,26.62915396234832,27.023743729901675,31979000
2020-01-09,26.443519592285156,27.024610752793375,26.16635811688543,26.966761183306485,42397000
2020-01-10,25.835660934448242,26.38221390241184,25.799395234491254,26.373579368790548,40705000
2020-01-13,26.0048885345459,26.23110734626547,25.874509241095584,25.90473092680328,22054000
2020-01-14,26.609294891357422,26.693048048155788,26.040291859408846,26.07569294991022,28911000
2020-01-15,26.174121856689453,26.58339013074788,25.96344453507168,26.534175107381046,22733000
2020-01-16,26.511728286743164,26.581665867285434,26.26651280489649,26.334724466857075,21508000
2020-01-17,26.66196632385254,26.67491730106811,26.254425552530734,26.650741265268948,26896000
2020-01-21,26.599790573120117,26.7241258452759,26.449553354416533,26.57647915060078,21967000
2020-01-22,27.02288246154785,27.45028117633399,26.80961293694183,26.835516538119652,29264000
2020-01-23,27.599651336669922,27.612602311879794,26.837240074016115,27.213696136102776,30266000
2020-01-24,27.97524642944336,28.629728515056293,27.696355804471143,28.536476222422117,55782000
2020-01-27,26.68268394470215,27.619510099406043,26.649010422042988,27.31989858523108,38843000
2020-01-28,27.483951568603516,27.563388281695552,27.00561031223061,27.07123144356398,23166000
2020-01-29,27.414878845214844,28.098718075514363,27.382932883426005,27.70067646398147,23668000
2020-01-30,27.215425491333008,27.243055008803346,26.644694882348492,27.139442259703603,21128000
2020-01-31,26.348541259765625,27.16189525055201,26.21557141377079,27.12563119624495,22123000
2020-02-03,26.354583740234375,26.472873389536677,26.21729745868094,26.38912022700841,21288000
2020-02-04,26.904590606689453,27.161031147772313,26.736221319675135,26.92099671449137,22559000
2020-02-05,27.403656005859375,27.61347039439144,27.272413731398238,27.414016457957892,24825000
2020-02-06,27.603105545043945,27.619511651151317,27.131671260723298,27.52971448776941,22683000
2020-02-07,27.218015670776367,27.502084062504625,27.18693102300623,27.48481664359761,15883000
2020-02-10,27.129079818725586,27.163616301313592,26.7923412908664,26.9710710055118,19218000
2020-02-11,27.6436824798584,27.698078546411008,27.285358478512656,27.340619151027727,15527000
2020-02-12,28.035690307617188,28.069362189388926,27.770613581303238,27.806014675432415,15310000
2020-02-13,27.972654342651367,28.101307725008567,27.711899034892216,27.757658928417268,13857000
2020-02-14,27.437328338623047,28.12203051265748,27.379477131269088,28.047776492013686,19137000
2020-02-18,26.831199645996094,27.19902122473044,26.598072179900996,27.19815826543295,26693000
2020-02-19,27.25773048400879,27.356162172863836,26.91322039645042,27.025466019052327,20525000
2020-02-20,26.700817108154297,27.257732105450682,26.4314256216425,27.10835782156414,25521000
2020-02-21,26.291549682617188,26.718948325783412,26.10073030704832,26.63692273943551,24522000
2020-02-24,25.177719116210938,25.799390603534796,25.0447509454222,25.402212009461703,36849000
2020-02-25,24.40753936767578,25.534320417585683,24.268527171721853,25.394443615508358,31892000
2020-02-26,24.683834075927734,24.884150932647103,24.521508829909717,24.551728867898788,23074000
2020-02-27,23.653762817382812,24.634623066773628,23.618361725155253,24.202043326671802,34837000
2020-02-28,23.538921356201172,23.669300646987313,22.68585002548601,22.73679261089789,44586000
2020-03-02,24.605262756347656,24.64239140910183,23.411997756947308,23.89638463297189,31976000
2020-03-03,23.67966651916504,24.90833285802654,23.448266610568847,24.5776382801281,29930000
2020-03-04,24.646709442138672,24.6700225156496,23.72456177459778,23.963733224148854,23477000
2020-03-05,23.66153335571289,24.442941342088336,23.52424872018008,23.939559404528097,24374000
2020-03-06,23.265216827392578,23.3930056124884,22.665130771419715,23.051948963727092,30169000
2020-03-09,21.388973236083984,22.472583156624342,21.08936171840711,21.679087262322255,43934000
2020-03-10,22.69966697692871,22.767014024213434,21.015971032386574,22.154840003166875,55071000
2020-03-11,21.23788070678711,22.14621307922491,20.93740612145226,21.920857140223774,36030000
2020-03-12,18.89019775390625,20.960710195351407,18.67779286913833,19.599075897728724,64281000
2020-03-13,20.223342895507812,20.244928406509914,17.368829928130864,19.471291966487847,84714000
