Date,Close TSM,High TSM,Low TSM,Open TSM,Volume TSM
2010-01-04,7.3253960609436035,7.3949807808950325,7.255811340992175,7.268462834035545,8096400
2010-01-05,7.293766021728516,7.376002833479563,7.249484893587614,7.338047753154541,14375900
2010-01-06,7.26846170425415,7.344372460570569,7.198876995118698,7.31274343123586,13608400
2010-01-07,7.028077602386475,7.236832340843542,7.002774016006379,7.217854801879742,27346600
2010-01-08,7.021750450134277,7.097661190808411,6.977468732277327,7.047054030358988,16895300
2010-01-11,6.9837965965271,7.110314530592154,6.882582249275056,7.053381309441606,22214500
2010-01-12,6.768716812133789,6.914212910378711,6.711783582528611,6.882583271344147,20863400
2010-01-13,6.945840835571289,6.964818977928762,6.775041777349664,6.775041777349664,13482300
2010-01-14,6.876258373260498,6.964821256716584,6.869932323738216,6.964821256716584,8692400
2010-01-15,6.705458164215088,6.92053838328443,6.680154573543096,6.92053838328443,15426400
2010-01-19,6.933189392089844,6.952166931293991,6.711782555996112,6.756064285185914,14898100
2010-01-20,6.83197546005249,6.901560176882205,6.7750422356985744,6.89523412900174,13604800
2010-01-21,6.699130058288574,6.9142108145874905,6.680152521934259,6.869929092047418,13943800
2010-01-22,6.3828349113464355,6.67382641365599,6.382834911346435,6.64852283098929,21017600
2010-01-25,6.420791149139404,6.572613275981784,6.38283606989264,6.38283606989264,20606500
2010-01-26,6.325901508331299,6.439767928532455,6.294271880132646,6.427115835939003,21913300
2010-01-27,6.319575786590576,6.414464676059765,6.287946156767513,6.344879369792024,22963800
2010-01-28,6.357533931732178,6.452422254762484,6.256319559623785,6.439770759891558,40246500
2010-01-29,6.427116870880127,6.559960848077988,6.389161793557926,6.477724042833114,30073000
2010-02-01,6.3765106201171875,6.509354616506511,6.275296261589164,6.414466306207779,23074400
2010-02-02,6.300600528717041,6.376511305775653,6.262644838545121,6.376511305775653,18259200
2010-02-03,6.363859176635742,6.414466356294919,6.2752963105895985,6.313251393691397,14829600
2010-02-04,6.123473644256592,6.357531957910524,6.072866473914393,6.338554419853464,18370700
