Date,Close MSFT,High MSFT,Low MSFT,Open MSFT,Volume MSFT
2020-01-02,153.04229736328125,153.14710838701015,150.86034091881393,151.2891080017366,22622100
2020-01-03,151.13665771484375,152.4039130274651,150.60307959140601,150.8508226765117,21116200
2020-01-06,151.52732849121094,151.59403303057528,149.1262122356397,149.66932792275708,20813700
2020-01-07,150.145751953125,152.13714723225632,149.89802336904734,151.8036681235651,21634100
2020-01-08,152.5372772216797,153.21378726865242,150.49823863325935,151.43200016356872,27746500
2020-01-09,154.44296264648438,154.5668341975591,153.432973337792,154.2047570722111,21385000
2020-01-10,153.7283172607422,155.51962749773685,153.57586223229333,155.13850446552647,20725900
2020-01-13,155.57681274414062,155.605396247963,153.652107766259,154.12851888184957,21626500
2020-01-14,154.48109436035156,155.88174439702684,154.09043370219524,155.68164530368088,23477400
2020-01-15,155.48150634765625,156.20566046275715,154.9002988126162,154.94792828742086,21417900
2020-01-16,158.33047485351562,158.39717939109113,156.29143577737156,156.59634588243543,23865400
2020-01-17,159.21661376953125,159.56915337167442,157.62538771805643,159.52150934840557,34371700
2020-01-21,158.6448974609375,160.25516931694727,158.57819292777114,158.81639847951428,29517200
2020-01-22,157.8826141357422,159.58817378331332,157.86355362344173,159.50240874741678,24138800
2020-01-23,158.8544921875,158.93071969561666,157.47290313279794,158.3494976677738,19680800
2020-01-24,157.25376892089844,159.62630142430766,156.69160731427516,159.6072409094811,24918100
2020-01-27,154.62399291992188,155.67210320610195,152.64212090354462,153.5472991294745,32078100
2020-01-28,157.65396118164062,157.9397961988569,155.37671679803938,156.05321239066768,24899900
2020-01-29,160.11224365234375,160.78875384341436,157.87312009994662,159.92168211112687,34754500
2020-01-30,164.62863159179688,165.83871995253386,162.73251002961166,165.83871995253386,51597500
2020-01-31,162.1989288330078,164.26655138723655,161.5796001811614,164.08552737098836,36142700
2020-02-03,166.1531524658203,166.26748648602296,162.3609093547399,162.38949285979055,30107000
2020-02-04,171.62232971191406,172.11780132594467,167.99207946247816,168.782923631767,36433300
2020-02-05,171.41270446777344,175.50984275197817,169.9930087236382,175.34786472595192,39186300
2020-02-06,174.96678161621094,175.14782019807717,171.56519867630152,172.4322705479156,27751400
2020-02-07,175.21446228027344,176.87237803350294,173.8709795770829,174.22353365441194,33529100
2020-02-10,179.79757690429688,179.93097145349645,174.6046979362144,174.9191310605238,35844300
2020-02-11,175.73851013183594,181.7031712330215,174.84285503323278,181.65552722032552,53159900
2020-02-12,175.9957733154297,177.08198990829192,173.27070157699833,176.82472387503446,47062900
2020-02-13,175.04298400878906,177.44408563908578,174.24260225977625,174.44270133175792,35295800
2020-02-14,176.6055908203125,176.6627578229254,174.03295939143354,174.60465849538713,23149500
2020-02-18,178.3969268798828,178.844754553421,176.7485482634702,176.85335930491354,27792200
2020-02-19,178.9319610595703,179.7918375754249,178.15806927957598,179.67719126094454,29997500
2020-02-20,176.19943237304688,178.90328619149076,173.027429752833,178.61665584795566,36862400
2020-02-21,170.6293182373047,175.32045768849378,169.34905245387205,175.0051657426706,48572600
2020-02-24,163.2725372314453,166.76939536429856,155.95398004505844,160.29161663484905,68311100
2020-02-25,160.5782470703125,167.04646222546262,160.17695584027481,166.43499095969676,68073300
2020-02-26,162.58460998535156,165.53686863762786,160.71198584638833,162.14512281296396,56206100
2020-02-27,151.1290740966797,159.5845886377362,150.93799206981453,156.0399711167215,93174900
2020-02-28,154.78836059570312,156.4125943556021,145.2245639669726,145.61629161864823,97012700
2020-03-02,165.0878143310547,165.21202419730741,155.07496835569077,157.94124222707768,71030800
2020-03-03,157.17689514160156,167.1993044084462,155.02718979920726,166.05279780822704,71677000
2020-03-04,162.9477081298828,163.09101602333493,158.23745612386801,160.9795353071351,49814400
2020-03-05,158.85845947265625,163.25340408325562,158.30431143028486,158.6482648849077,47817300
2020-03-06,154.36798095703125,155.8393286298123,149.046258201705,155.36161626378117,72821100
2020-03-09,143.90606689453125,150.71824982433446,143.31370823233073,144.2691329538796,70419300
2020-03-10,153.74696350097656,153.85206081651998,145.77872383437062,151.10999619092294,65354400
2020-03-11,146.7818603515625,150.6704302141721,144.41239726039598,150.1258458680789,56371600
2020-03-12,132.86134338378906,146.62901545574113,132.40274365490265,138.8231981738028,93226400
2020-03-13,151.75010681152344,154.69281663620373,134.45691391450814,140.92514321386426,92727400
2020-03-16,129.3835906982422,142.69266224896845,128.98231413702825,133.7594368828441,87905900
2020-03-17,140.03663635253906,140.9251745229768,128.9823631227245,133.7594876828254,81059800
2020-03-18,134.14166259765625,139.49204836645092,129.0014860713187,131.84864845596044,81593200
2020-03-19,136.34864807128906,143.45699469236033,132.80401646892756,136.40597121344433,85922700
