Date,Close NVDA,High NVDA,Low NVDA,Open NVDA,Volume NVDA
2020-01-02,5.971746444702148,5.971746444702148,5.892342616375051,5.942872368471369,237536000
2020-01-03,5.876162052154541,5.919971430841615,5.827125458519271,5.85201716174533,205384000
2020-01-06,5.900805473327637,5.906032689136935,5.756683394717106,5.782819473763594,262636000
2020-01-07,5.972244739532471,6.018045311441172,5.884128406356931,5.9291821653038275,314856000
2020-01-08,5.983445644378662,6.024765810938136,5.927937456660726,5.968012776764655,277108000
2020-01-09,6.049160003662109,6.121594691054852,5.995394216547652,6.069820088716528,255112000
2020-01-10,6.081519603729248,6.186811226087123,6.067331579693326,6.1564435182364425,316296000
2020-01-13,6.272188663482666,6.297329150957725,6.142005348332934,6.1646570922930986,319840000
2020-01-14,6.155198574066162,6.254764936804578,6.142005668991298,6.229375193836621,359088000
2020-01-15,6.11263370513916,6.190295612396146,6.086746402720165,6.167893120888558,263104000
2020-01-16,6.1962690353393555,6.202243064141345,6.142752030283496,6.166150111937192,284192000
2020-01-17,6.204981327056885,6.222903414229106,6.1574383487703335,6.215435759214884,253792000
2020-01-21,6.17162561416626,6.205229342869277,6.137523851987078,6.168389583495585,217916000
2020-01-22,6.225641250610352,6.312263957542838,6.198011544974662,6.216929224037822,239240000
2020-01-23,6.294092178344727,6.302555424293075,6.17685300571826,6.265716138636383,244516000
2020-01-24,6.2348504066467285,6.459372829803873,6.1805865955994514,6.409589421091371,373512000
2020-01-27,5.97896671295166,6.02999451048028,5.780580298678042,5.930178879962531,470536000
2020-01-28,6.1723737716674805,6.204732661114455,5.991660220223614,6.044928449138789,310976000
2020-01-29,6.111886978149414,6.1940292835293675,6.072059959848064,6.157936330088367,258848000
2020-01-30,6.1186089515686035,6.132050639054772,5.959053956156703,6.014064128661645,290504000
2020-01-31,5.8851237297058105,6.084754469065642,5.843306003914953,6.07280641176259,370420000
2020-02-03,5.982200622558594,6.001615857272775,5.860729354222715,5.866952161514709,255564000
2020-02-04,6.151463985443115,6.170630918127771,6.074051340845975,6.124083534751858,271544000
2020-02-05,6.241819381713867,6.2826415067675025,6.15843225195513,6.272435856811663,208220000
2020-02-06,6.3286919593811035,6.3286919593811035,6.195024318650423,6.276171024358297,218284000
2020-02-07,6.262480735778809,6.31077052362845,6.237090995388067,6.28861681432532,189752000
2020-02-10,6.545747756958008,6.546494095154397,6.280153909329865,6.285132345924866,529608000
2020-02-11,6.668214321136475,6.782964771080069,6.592046043560209,6.654026298752604,638556000
2020-02-12,6.783959865570068,6.790431927775322,6.682153073689096,6.720984022611155,374644000
2020-02-13,6.7401509284973145,6.80735839934338,6.698581979251082,6.725962906211298,528016000
2020-02-14,7.213339328765869,7.342277774846104,7.119000203685791,7.150363494004554,1041924000
2020-02-18,7.382105827331543,7.400525948248123,7.090625146480826,7.110040385017932,620164000
2020-02-19,7.833390235900879,7.85106354274294,7.504572249442802,7.504572249442802,694332000
2020-02-20,7.6840410232543945,7.873714894888247,7.37662945552859,7.785349784048547,810052000
2020-02-21,7.319878101348877,7.596922029917279,7.234997781577216,7.571781537178252,768180000
2020-02-24,6.802380561828613,7.016199830722999,6.670952860474999,6.725465465024173,856916000
2020-02-25,6.5228471755981445,6.939532724551069,6.421040379552109,6.877552471371919,1055496000
2020-02-26,6.662240505218506,6.856395270291198,6.521603224363224,6.523096375608877,747732000
2020-02-27,6.291383266448975,6.650037074111617,6.198980060008671,6.348668114358915,906416000
2020-02-28,6.726499557495117,6.786026182128024,6.0221438416779725,6.038831058815997,1133252000
2020-03-02,6.884904861450195,6.913796687524098,6.500597684463756,6.89661113883704,890744000
2020-03-03,6.62238883972168,7.0004693869095975,6.536959450109381,6.940693849513232,652792000
2020-03-04,7.086148738861084,7.0956132359591555,6.655016977084495,6.729736766025134,597408000
2020-03-05,6.806697845458984,7.053521079061993,6.76211499539061,6.886647501659512,540328000
2020-03-06,6.626125812530518,6.684656244226965,6.4258773236974855,6.627122000401982,515412000
2020-03-09,6.113053321838379,6.460748141757633,5.93223212022188,5.975071058249248,614160000
2020-03-10,6.502589225769043,6.502589225769043,6.126750407252216,6.389513593518389,580648000
2020-03-11,6.138705253601074,6.391008234937779,6.041570049950041,6.362614743471863,499964000
2020-03-12,5.387526035308838,5.880923631088162,5.374823569991074,5.61542030097447,816540000
2020-03-13,5.998481750488281,6.002964833363654,5.46971692326444,5.740948425289595,634836000
2020-03-16,4.891637325286865,5.631360811989021,4.83186177157271,5.290390419997596,726972000
2020-03-17,5.411434173583984,5.500848782499545,4.757140801371482,5.003963981371742,833632000
2020-03-18,5.051537036895752,5.2288713187105085,4.500107338763294,4.9837915056576225,874268000
2020-03-19,5.304337978363037,5.397986289544187,4.816668621115726,5.030116956698216,765512000
2020-03-20,5.124512195587158,5.736464563837392,5.1090700982926585,5.454523011763873,804636000
2020-03-23,5.297364234924316,5.391760290128729,4.94443911062892,5.12351684435624,643876000
2020-03-24,6.206202983856201,6.292877993394745,5.679928770404029,5.703589780089187,1101644000
2020-03-25,6.117534160614014,6.52101916570899,6.068717161877851,6.321269038602569,793432000
2020-03-26,6.406949520111084,6.530983712467039,6.226626193714811,6.324757598302325,696108000
2020-03-27,6.294620037078857,6.5533984665307825,6.193748539241316,6.226625112233045,638828000
2020-03-30,6.614917755126953,6.624133324125461,6.316039546294785,6.360124065470647,602252000
2020-03-31,6.565353870391846,6.85925066065243,6.419650591298266,6.655016951703314,949960000
2020-04-01,6.054023742675781,6.513797974723411,6.009441362649647,6.367347894307023,656912000
2020-04-02,6.362862586975098,6.376062904095354,6.035093111996021,6.083162370586276,675764000
2020-04-03,6.074944019317627,6.366847916728064,5.937460141085568,6.325254111317393,663212000
2020-04-06,6.6849045753479,6.721766373622626,6.299600803534326,6.357135042220455,727884000
2020-04-07,6.451530456542969,6.930233591530364,6.408442129323046,6.906572113258992,784520000
2020-04-08,6.64879035949707,6.673696955483691,6.490634021293906,6.560621323239945,542444000
2020-04-09,6.549163341522217,6.797481049592321,6.4861498401171325,6.774567308201594,525564000
2020-04-13,6.721020698547363,6.729737937516502,6.40097213909786,6.489390120101349,398408000
2020-04-14,7.072201251983643,7.106322942592839,6.8216417163665195,6.849287948378058,530948000
2020-04-15,6.994742393493652,7.07768109624903,6.858753001385047,6.9040826404032964,366148000
2020-04-16,7.339945316314697,7.4470433414089365,7.136957685086463,7.150158004559563,745620000
2020-04-17,7.28066873550415,7.44355709099503,7.146671728445653,7.422137389111221,539120000
2020-04-20,7.149412155151367,7.310059224479714,7.105078702199476,7.1541446418728265,449388000
2020-04-21,6.712551593780518,7.092624593037197,6.652776044325701,7.031354999260044,735160000
2020-04-22,7.126995086669922,7.16983448810877,6.859250490365416,6.904829052006269,483356000
2020-04-23,7.073694229125977,7.30109058131081,7.048538708078828,7.169086446617533,424160000
2020-04-24,7.212672710418701,7.214665085855016,6.988763250171881,7.0634830296786895,352328000
2020-04-27,7.399223327636719,7.5591231127049054,7.32251116430416,7.34716883200362,479388000
2020-04-28,7.256758213043213,7.57655779181124,7.251278942319356,7.546669780922437,442904000
2020-04-29,7.433594226837158,7.486395980728653,7.316284443519577,7.391502085625308,379160000
2020-04-30,7.279674053192139,7.433596274636876,7.2657264700261335,7.379548914814682,375916000
2020-05-01,7.043060302734375,7.1954879668155,6.994741630122242,7.082163406583699,342096000
2020-05-04,7.255013465881348,7.268712115290848,6.995736739937563,6.995736739937563,317556000
2020-05-05,7.316036224365234,7.478675656247142,7.255015083856229,7.359124557554137,368896000
2020-05-06,7.416906833648682,7.521763561061594,7.357629619153864,7.395487607433404,323464000
2020-05-07,7.593244552612305,7.656506990564309,7.50482659140134,7.556133825713607,373732000
2020-05-08,7.783281326293945,7.789507856344223,7.631102594600525,7.664975355123519,339216000
2020-05-11,8.035335540771484,8.082159693834207,7.7496576613643215,7.778300080257356,469060000
2020-05-12,7.773318290710449,8.141934370472924,7.763604866086952,8.093117844121359,493060000
2020-05-13,7.750903129577637,8.048286329956095,7.566345680475273,7.887888691686731,625852000
2020-05-14,8.000467300415039,8.00594657145442,7.6587496689661885,7.812422936821651,602312000
2020-05-15,8.458995819091797,8.468708769873249,7.844552158385767,7.860243186670584,987660000
2020-05-18,8.717523574829102,8.883152021141349,8.648034609864695,8.727735330625507,774460000
2020-05-19,8.772568702697754,9.053513652036244,8.729978224426016,8.757375530322994,717320000
2020-05-20,8.936454772949219,9.009181726118301,8.855508437031649,8.957376147139682,587536000
2020-05-21,8.742431640625,9.018644084645652,8.704822579634024,9.017648371834452,761068000
2020-05-22,8.992491722106934,9.058992601648548,8.680662615352317,8.792243249035216,1038764000
2020-05-26,8.68514633178711,9.14741173065854,8.639567765349282,9.122504657383137,770780000
2020-05-27,8.493367195129395,8.600464286122484,7.966843156069111,8.59274371088442,1175892000
2020-05-28,8.455257415771484,8.7277339627652,8.3479095326462,8.380786098560119,734896000
2020-05-29,8.842305183410645,8.842305183410645,8.453265592612642,8.522505630854841,745256000
2020-06-01,8.7733154296875,8.807686525942671,8.65700229460749,8.80021487896814,389876000
2020-06-02,8.792242050170898,8.804197252164998,8.625617906921,8.763351182950313,391320000
2020-06-03,8.736702919006348,8.833091344234202,8.667462870934342,8.789256225705493,365440000
2020-06-04,8.737699508666992,8.91386805618609,8.648991204630128,8.699325211141465,424280000
