Date,Close TSM,High TSM,Low TSM,Open TSM,Volume TSM
2020-01-02,54.29279327392578,54.36513364198355,53.89490917620729,53.89490917620729,8432600
2020-01-03,52.502315521240234,53.33424857329749,52.48422957016823,53.32520732253271,10546400
2020-01-06,51.896446228027344,52.167728584537876,51.66133577226283,52.08634353263049,8897200
2020-01-07,52.737430572509766,52.9906270104526,51.30867480899169,51.95071060494258,7444300
2020-01-08,53.12626647949219,53.33424974708382,52.547529830621116,52.619870186958735,5381500
2020-01-09,53.56032180786133,53.99437431754388,53.08105614187611,53.976288365114264,5112700
2020-01-10,53.225730895996094,53.98532351595227,53.14434584923143,53.98532351595227,4807700
2020-01-13,54.31087112426758,54.40129743323249,53.75926167077095,54.39225618215303,6613700
2020-01-14,54.54597091674805,54.835339188226136,54.18425885262949,54.401286781009006,6715200
2020-01-15,52.80072784423828,53.985331829676575,52.683170880909564,53.95820117688218,10075100
2020-01-16,53.12626647949219,53.97628550132875,52.719341195272676,53.5331917637117,11215700
2020-01-17,52.9725456237793,53.12627105018652,52.45710458639383,53.026800033314636,8125700
2020-01-21,52.66508483886719,53.352333721549506,51.96879125601374,52.43901562818265,9873700
2020-01-22,52.76456069946289,53.298084258640415,52.7374334937643,53.261915800889945,8124500
2020-01-23,51.97783660888672,52.51136012619116,51.200157910828445,52.32146280211907,9999200
2020-01-24,52.20390319824219,52.57465657630062,51.95974802983163,52.52944342278959,10402200
2020-01-27,49.970333099365234,50.6304581811174,49.789480503887965,50.29587329049174,9675500
2020-01-28,51.62517166137695,51.65229886625861,50.169285207318964,50.395354446780324,8124400
2020-01-29,51.715599060058594,52.0140121181757,51.40814474997259,52.0140121181757,7693400
2020-01-30,50.458648681640625,50.67567664834922,49.789485729245605,49.807571680599864,10295700
2020-01-31,48.77669143676758,50.16927859623077,48.4692371736334,50.12406544420505,13467200
2020-02-03,49.527244567871094,49.68096997994111,48.957549174082935,49.14744648883149,9594300
2020-02-04,52.01401138305664,52.12252365286429,51.45336063125046,51.471443134932684,12746600
2020-02-05,52.3757209777832,52.58370771859022,51.69751324340522,52.53849110999735,6594400
2020-02-06,52.466148376464844,52.701258862634575,51.79698192429401,52.69221761104998,4236300
2020-02-07,50.82036209106445,51.67038112889258,50.693763877935005,51.67038112889258,6808400
2020-02-10,51.56187057495117,51.58899777879358,50.94696199121006,51.03738830371323,4281200
2020-02-11,53.044883728027344,53.26191170555749,52.27624972962914,52.402847945878946,6523200
2020-02-12,53.92203140258789,54.030543662481634,53.26190969312527,53.57840522179141,5962900
2020-02-13,53.65074920654297,53.98533068789475,53.117225706772125,53.469893139756785,6460100
2020-02-14,52.619876861572266,53.506067898758566,52.33050850043155,53.37042841984178,6932400
2020-02-18,50.802276611328125,51.145902799831575,50.30492500532261,50.72993280341471,10989000
2020-02-19,52.12251663208008,52.39379899482951,51.54378000500331,51.769849215551574,7866300
2020-02-20,51.07355880737305,51.57995511230928,50.467694941229226,51.489525352744266,7192900
2020-02-21,50.26875686645508,51.2272916958455,50.2054577545611,51.2272916958455,6816600
2020-02-24,48.93946075439453,49.454898268167874,48.08944178157622,48.42402324062119,9968800
2020-02-25,48.7043571472168,50.16024359068499,48.67722994253246,50.03364536943433,12670700
2020-02-26,49.762359619140625,50.1059858271485,49.174581669423354,49.27405268617902,10969300
2020-02-27,48.18891906738281,49.37351965370311,48.170833114597556,49.01181094662643,11878900
2020-02-28,48.6862678527832,48.87616517162605,46.118121349459074,46.43461688086382,13604500
2020-03-02,50.621421813964844,50.64854901784318,48.67722849623055,49.16553541375407,13797700
2020-03-03,49.626712799072266,50.97408332781452,48.867120133031385,50.91078422643964,14661800
2020-03-04,51.616127014160156,51.625168265345,50.23258101398062,50.61237910505391,9878200
2020-03-05,50.39535140991211,50.99217402814332,49.96129891024783,50.738977599058146,10004200
2020-03-06,49.79853057861328,49.80757527971524,48.80382732904897,49.373519314933,12971200
2020-03-09,46.868675231933594,48.95755274564073,46.17238157751696,46.61547534425488,13781100
2020-03-10,49.29212951660156,49.39160052190909,47.46549331738898,48.56870872737741,11698700
2020-03-11,47.23942565917969,48.433070863052095,47.103782747563145,48.02614557774501,14498000
2020-03-12,44.029239654541016,46.10907921971344,43.866469541622436,44.90638932420865,15942200
2020-03-13,47.230384826660156,47.438368111840795,44.57181182749654,46.931975226024576,14948700
2020-03-16,40.60203552246094,43.72178817022367,40.60203552246094,41.904193059365134,16628200
2020-03-17,43.89360046386719,43.91168641536317,40.71958669194456,41.370667147629725,13415700
2020-03-18,40.122764587402344,41.678121939884136,39.11901668897712,39.607327036785485,15018500
2020-03-19,40.065250396728516,41.24283550521229,38.978952980144285,39.92832408228327,11182600
2020-03-20,40.64948654174805,44.07269738186211,40.60384442700055,43.83535629581307,14157700
2020-03-23,41.31586837768555,41.63537012388486,39.727500605193754,41.188069072113784,10508600
2020-03-24,44.61128234863281,44.65692446302764,43.36067030640989,43.81709841489841,12216200
2020-03-25,44.72994613647461,45.68844428580232,43.86273219859927,45.00380225310118,9796600
2020-03-26,45.524139404296875,46.06272472152644,44.65692528573805,44.82123968640267,10577500
2020-03-27,42.822086334228516,43.899256982427545,42.45694244314503,43.114200054187215,12158500
2020-03-30,43.65277862548828,43.963149840215785,42.6942804125053,43.06855127594702,8428300
2020-03-31,43.625404357910156,44.757344244362734,43.506732061303346,43.63453138890891,9595700
2020-04-01,42.45693588256836,43.41543757798431,42.265236936393045,42.749053039658435,8755200
2020-04-02,43.93576431274414,44.01792149962258,42.548222646724746,42.83120580420745,6174700
2020-04-03,42.959014892578125,43.95402830994941,42.70341278347615,43.625399514154104,5486200
2020-04-06,45.61542510986328,45.734093907800364,44.28265242064277,44.39219767111241,7370300
2020-04-07,45.38719940185547,46.84776754354249,45.33242679069128,46.82038297909496,6568700
2020-04-08,45.88926696777344,46.19050760699294,45.22288257201078,45.834494359611284,6325900
2020-04-09,44.11833953857422,46.245292563926874,43.561496728174504,45.898406250809536,12274000
2020-04-13,44.50173568725586,44.81210690621161,43.78057851934842,44.49260865828793,9873200
2020-04-14,46.2179069519043,46.80213431939442,45.59716450337859,45.64280661353817,11068800
2020-04-15,45.332435607910156,45.615422263896036,44.76646577820819,45.42371982866957,9398100
2020-04-16,47.83366775512695,48.509179413987766,47.17641015643414,47.295082441147045,18615900
2020-04-17,49.0112419128418,49.46766995499544,48.38137246828682,49.412900818589556,11288500
2020-04-20,48.00711441040039,49.129927275537334,47.97972983489747,48.38138536544604,9901700
2020-04-21,46.89341735839844,47.295076275131855,46.11749105842295,47.10337384565922,13102500
2020-04-22,48.33572769165039,48.48178451778419,47.84278459759778,47.90668424138948,8255500
2020-04-23,48.0527458190918,48.500046852133295,47.70585951687205,48.2079331709808,7619900
2020-04-24,48.1348991394043,48.28095596823725,47.46851464021212,48.01622687776831,5701800
2020-04-27,48.846923828125,49.06601080391307,48.35398422657318,48.5182985878469,5812300
2020-04-28,48.16229248046875,49.04776412535409,48.08926579388353,48.84693464327203,8561100
2020-04-29,49.732398986816406,49.92409792851269,48.773900796065426,49.066014464060586,8565500
2020-04-30,48.50004577636719,49.66850047505998,48.34485842792035,49.47680152898126,6337900
2020-05-01,46.646942138671875,47.97971460038463,46.637815110492426,47.906684445871306,10238700
2020-05-04,47.605445861816406,47.63283042983083,46.81125856670214,47.27681711656493,7514000
2020-05-05,47.20378875732422,47.997976082697456,47.08511996989396,47.66021681372597,7780700
2020-05-06,47.58719253540039,48.03449010316118,47.46852025971553,47.56893499435119,8206700
2020-05-07,47.7697639465332,48.36311835399488,47.55980396787508,48.335733783852454,5493400
2020-05-08,48.29920959472656,48.69173794334453,47.89755421853876,48.034480525701575,6086000
2020-05-11,47.83366775512695,48.226196211871816,47.8154102126888,48.02536672732231,6459300
2020-05-12,46.646942138671875,48.05274127262853,46.628688082312976,48.05274127262853,8584500
2020-05-13,46.48262405395508,47.486767704549656,46.08096868307874,47.38635299126328,8611000
2020-05-14,47.55979919433594,47.60544478301838,45.45110393054057,46.03533125007296,13695600
2020-05-15,45.460243225097656,46.60131360465468,45.07684524905631,46.15401596593978,17777200
