Date,Close JPM,High JPM,Low JPM,Open JPM,Volume JPM
2020-01-02,120.15469360351562,120.1632180939326,118.59623223126029,119.04758840525965,10803700
2020-01-03,118.56909942626953,119.33190431938809,117.48917736531554,117.84915138563353,10386800
2020-01-06,118.47480010986328,118.50909081744348,116.99204741980967,117.04347040310691,10259000
2020-01-07,116.46067810058594,118.15770221582888,116.40925510892329,117.66059149963141,10531300
2020-01-08,117.36917877197266,117.91771244685515,116.22068843363658,116.3063890552303,9695300
2020-01-09,117.79772186279297,118.47481301340628,117.45488014001609,118.32054404671254,9469000
2020-01-10,116.6235122680664,117.63486585734273,116.4006618935608,117.6005882263815,10190900
2020-01-13,117.59197998046875,117.59197998046875,116.35777632137136,116.7263294231073,12355200
2020-01-14,118.9633560180664,120.64323466458113,118.0119915015953,118.2262626712683,24906000
2020-01-15,117.18062591552734,118.79194940093744,116.69208133951783,118.14913585023557,16293400
2020-01-16,117.63485717773438,118.19195691674594,117.28344936546053,117.80627147604004,10783800
2020-01-17,118.44908142089844,118.52621589115736,117.69485591491282,117.88340248285502,14697700
2020-01-21,117.28348541259766,118.33770917343537,117.15492791887436,117.58347033538757,8474200
2020-01-22,117.14632415771484,117.76342615445343,116.88920922413539,117.62630254923569,7549100
2020-01-23,117.02632904052734,117.1977564281288,115.46644182232755,116.31496030989008,9345700
2020-01-24,114.12081909179688,116.93205577577645,113.40945032120734,116.88063278783737,15166400
2020-01-27,113.16090393066406,113.94085422935828,111.17247401577143,111.6524394063291,12860500
2020-01-28,115.21788787841797,115.68072093184419,113.54657535898865,113.85512636858132,13062800
2020-01-29,115.0464859008789,116.16926486573006,114.58366587586939,115.5435966406748,9326000
2020-01-30,116.46923828125,116.67494331545183,113.72656988226491,113.72656988226491,9048900
2020-01-31,113.44373321533203,115.56073350417213,112.68092834335027,115.26932784028581,12785200
2020-02-03,114.30939483642578,115.05506750059519,113.70087195616549,113.70087195616549,10021100
2020-02-04,115.95498657226562,117.07777854644993,115.77500610392177,116.17783697050565,9157100
2020-02-05,117.9262924194336,118.0462837662004,116.57209688987906,117.05207535502224,10150700
2020-02-06,117.94345092773438,118.52626236899232,117.51490848748799,118.4834185874296,8992300
2020-02-07,117.5662841796875,117.99482644749044,116.82062481869349,117.18916489152939,6379800
2020-02-10,118.05486297607422,118.14914282553293,117.20634433094577,117.37775867230455,5960700
2020-02-11,118.27769470214844,118.98051046988373,118.08913501217435,118.50053202753813,6578600
2020-02-12,118.27769470214844,119.38332826783711,118.10628036891981,118.79195077990964,7958000
2020-02-13,118.1748275756836,118.56907916376808,116.90633296496686,118.06340239388568,7447500
