Date,Close GOOGL,High GOOGL,Low GOOGL,Open GOOGL,Volume GOOGL
2010-01-04,15.590930938720703,15.6595890400211,15.52849354105487,15.595905984845999,78169752
2010-01-05,15.522272109985352,15.618044581526823,15.46132685353975,15.601626362292096,120067812
2010-01-06,15.130976676940918,15.568791151101962,15.08371279213737,15.568791151101962,158988852
2010-01-07,14.77873420715332,15.174260787437923,14.742665124072243,15.159334701622333,256315428
2010-01-08,14.975751876831055,15.006348219722405,14.654603561149669,14.726495250057752,188783028
2010-01-11,14.95311450958252,15.036448423049562,14.777241710294271,15.036448423049562,288227484
2010-01-12,14.688684463500977,14.879730774458634,14.626992188590338,14.867043838749717,193937868
2010-01-13,14.604354858398438,14.636444282656315,14.27624262833667,14.340670797933068,259604136
2010-01-14,14.673012733459473,14.781222827765083,14.49788694336904,14.525001323224219,169434396
2010-01-15,14.427985191345215,14.76530144273126,14.37922727868207,14.759827754870996,217162620
2010-01-19,14.617538452148438,14.687190988152832,14.335695666002014,14.457836451094401,172495332
2010-01-20,14.438183784484863,14.576741842119878,14.310820527770838,14.576741842119878,129897972
2010-01-21,14.502116203308105,14.597639363391785,14.235198534304486,14.513559378106347,252055692
2010-01-22,13.68195915222168,14.19415187947107,13.305089947775421,14.042410136507742,271743984
2010-01-25,13.432951927185059,13.678725640841987,13.321258923625773,13.596882912667182,176619204
2010-01-26,13.49315071105957,13.671759403708696,13.340662904557817,13.382454047220252,174045780
2010-01-27,13.485190391540527,13.623251702383095,13.316283418003325,13.464543193387932,158417424
2010-01-28,13.290911674499512,13.607084011123314,13.19911979754315,13.544645664943966,129034836
2010-01-29,13.182700157165527,13.457578064227105,13.074987764875065,13.395389045844691,165454380
2010-02-01,13.259318351745605,13.328722517589567,13.191656589562536,13.298621972953748,89941968
2010-02-02,13.212053298950195,13.307576447458407,13.124738785896437,13.307576447458407,163684152
2010-02-03,13.453349113464355,13.485190163962324,13.140162975201788,13.151108454809075,119844036
2010-02-04,13.104092597961426,13.383198528572171,13.073743682767187,13.358323301024948,134972892
2010-02-05,13.216282844543457,13.27125861630802,12.996630026552417,13.144391159008599,126113760
2010-02-08,13.270511627197266,13.482703773034345,13.222253304619006,13.246382465908136,107664228
2010-02-09,13.344392776489258,13.471010909495753,13.310312576724474,13.421507878855495,112671216
2010-02-10,13.294892311096191,13.377976909464083,13.126730441519802,13.285438964965588,106873020
2010-02-11,13.343399047851562,13.445141965645739,13.1717561622628,13.266781630110652,96303600
2010-02-12,13.26180648803711,13.362056322455425,13.19663224580298,13.258076151408872,91096812
2010-02-16,13.465291023254395,13.535689630911396,13.291159672377404,13.355091099395361,146029824
2010-02-17,13.388422966003418,13.517529568807715,13.373497829396099,13.482703302068442,81106812
2010-02-18,13.513051986694336,13.557579973787412,13.336930815033096,13.371757083620912,93382524
2010-02-19,13.45185661315918,13.533199744775553,13.425488303181911,13.446135500424582,102021876
2010-02-22,13.502603530883789,13.619519945345163,13.457827172918199,13.615787713191573,85698216
2010-02-23,13.310312271118164,13.52324952551049,13.241158380843872,13.507578321911703,114789096
2010-02-24,13.220760345458984,13.394144671608029,13.196879557036974,13.283198686478688,92970936
2010-02-25,13.095386505126953,13.146630043594195,12.935434238759347,13.112549843651593,132235632
2010-02-26,13.10459041595459,13.227726594340156,13.022002568167412,13.120014195882016,81890028
2010-03-01,13.25110912322998,13.266035208330313,13.127973898093918,13.164292300525092,89426484
2010-03-02,13.459319114685059,13.573748004731614,13.30882114489589,13.320511743386898,174097728
2010-03-03,13.565292358398438,13.634943950125876,13.414295731311775,13.49165921310363,123452424
2010-03-04,13.795889854431152,13.834198085420534,13.587181568700121,13.594644137231384,127224648
2010-03-05,14.035195350646973,14.121267059130728,13.927981592659897,13.964051624116802,156331512
2010-03-08,13.992159843444824,14.059325805467294,13.955593067350025,14.049374765914573,95360544
2010-03-09,13.935194969177246,14.04639027420496,13.843402152793665,13.926736064297605,126936936
2010-03-10,14.339675903320312,14.390671068591253,13.985442798335253,14.024000349634957,225969804
2010-03-11,14.456343650817871,14.582464095749904,14.283704441955743,14.285197524493086,169162668
2010-03-12,14.416542053222656,14.633956670135209,14.407088707971866,14.630473758938718,110025864
2010-03-15,14.009573936462402,14.165545608675902,13.830965236364541,14.096639136636428,185969844
2010-03-16,14.059822082519531,14.139922402511122,13.949373794673146,13.975990478316012,137122740
2010-03-17,14.068778991699219,14.215298269342995,14.036190923218244,14.136938449917558,132731136
2010-03-18,14.089673042297363,14.140419833820708,14.00409998412118,14.047880953520643,71016912
2010-03-19,13.930468559265137,14.129475131084636,13.862805850852052,13.930468559265137,191576232
2010-03-22,13.868278503417969,14.100867580889322,13.788178181017553,13.833701556152063,160031808
2010-03-23,13.656834602355957,13.888428296293334,13.482704204987177,13.856836565427747,219831948
2010-03-24,13.864048957824707,13.926735669492773,13.425488453253072,13.570015991600746,262345392
2010-03-25,14.002111434936523,14.228978461076519,13.897134931235785,13.906089634800635,157078764
2010-03-26,13.997385025024414,14.114301451671055,13.930967022383415,14.061564825726624,107740152
2010-03-29,13.991414070129395,14.0478819785271,13.944647880405801,14.005096394306007,124055820
2010-03-30,14.09738540649414,14.12027080627052,13.937433137181811,14.000866865719843,79036884
2010-03-31,14.107584953308105,14.172760142436049,14.000370245670355,14.056092088869018,121110768
2010-04-01,14.149374961853027,14.265048565704893,14.068528573689653,14.21280869016104,84023892
2010-04-05,14.204351425170898,14.300619694793387,14.1543497522882,14.201614581306792,75983940
2010-04-06,14.134947776794434,14.201366723315358,14.064797545950738,14.165793439724908,82321596
2010-04-07,14.018528938293457,14.148131344161767,13.976737795824938,14.11206226266639,103136760
2010-04-08,14.116787910461426,14.175495914450261,13.931712039403592,14.01305612211557,77822100
2010-04-09,14.085196495056152,14.148629277090105,14.029971401017805,14.116788225531268,82181736
2010-04-12,14.247138023376465,14.278728804591111,14.085195928113167,14.113305694184968,94001904
2010-04-13,14.596395492553711,14.648883745182657,14.207337980205832,14.242163302568514,156335508
2010-04-14,14.651867866516113,14.734952456551547,14.527737253645379,14.678235229422969,135971892
2010-04-15,14.808585166931152,14.871770524444907,14.634206397003394,14.73072399294272,270201528
2010-04-16,13.685441970825195,14.14962379591699,13.672506662056307,14.00509624963788,488930580
2010-04-19,13.684196472167969,13.780964331240924,13.55733091471333,13.650613966729335,155604240
2010-04-20,13.807083129882812,13.922009714023059,13.708077070472433,13.785441492449316,118976904
2010-04-21,13.788675308227539,13.93668670562134,13.735440993540934,13.842406369079146,95564340
2010-04-22,13.608574867248535,13.743899333442148,13.516285304748296,13.73146171919294,131096772
2010-04-23,13.55708122253418,13.664794565591945,13.48941946261405,13.613301704391205,83492424
2010-04-26,13.224989891052246,13.557081793415138,13.16454137614505,13.55658504720936,174577248
2010-04-27,13.160811424255371,13.391409741214101,13.115288045925771,13.158074580098907,153634212
2010-04-28,13.164044380187988,13.304343897023102,12.961057199753238,13.236432814450367,136107756
2010-04-29,13.233943939208984,13.345886259930412,13.101356316324084,13.2680250879866,122233644
2010-04-30,13.077226638793945,13.375238312158801,13.070758510816109,13.212302727197564,97318584
2010-05-03,13.199117660522461,13.256829324303599,13.061802426989265,13.097127334632034,74237688
2010-05-04,12.596376419067383,13.103097322001503,12.542645358311411,13.097624582296422,242808948
2010-05-05,12.680706024169922,12.828965797981306,12.449609085536446,12.462296020795586,183104712
2010-05-06,12.404831886291504,12.873741285065687,11.44288392926627,12.655579669555895,199803996
2010-05-07,12.2672700881958,12.570257764701106,11.973485487815893,12.437171500682574,203356440
2010-05-10,12.976480484008789,13.005585640978584,12.751354910374637,12.785434165403856,164954880
2010-05-11,12.663044929504395,12.932450117869733,12.642397730125829,12.82772388234407,132771096
2010-05-12,12.571998596191406,12.737423609410545,12.48767024248049,12.737423609410545,153917928
2010-05-13,12.708566665649414,12.985185066226295,12.69587973114087,12.848367526361466,132898968
2010-05-14,12.62523365020752,12.711304412561505,12.344634603670832,12.680955493746172,164475360
2010-05-17,12.636178016662598,12.645879734903694,12.396872442674802,12.606576115763978,111640248
2010-05-18,12.397370338439941,12.710805804303961,12.365031593106703,12.68667664284156,112906980
2010-05-19,12.299359321594238,12.423986678834583,12.132939874870454,12.344881747294473,137690172
2010-05-20,11.816271781921387,12.07920978903554,11.786172184771498,12.066522852918348,196335468
2010-05-21,11.742637634277344,12.06478036779611,11.552338348701408,11.66825937559944,387244368
2010-05-24,11.86975383758545,12.183935370530362,11.860799134444719,11.958560489662567,173650176
2010-05-25,11.86751651763916,11.876968915654292,11.542637853816112,11.645622635520436,120575304
2010-05-26,11.827713966369629,12.183188937085406,11.816021471639782,11.991894262889222,138884976
2010-05-27,12.200602531433105,12.246622651106005,11.966520379816446,12.063536612738577,112251636
2010-05-28,12.080451965332031,12.274982131567752,12.015028407380022,12.257319202383949,115676208
2010-06-01,11.999356269836426,12.21552807493836,11.943386057124949,11.951097946835622,106565328
2010-06-02,12.272991180419922,12.285428794610421,11.976720005686673,12.10657173139993,101530368
2010-06-03,12.577223777770996,12.636926227369244,12.30607712748931,12.316275592870522,145881972
2010-06-04,12.406076431274414,12.668019031079403,12.355827332621203,12.430952607514064,156655188
2010-06-07,12.077716827392578,12.460555532741527,12.018761394004724,12.414535408705293,145162692
2010-06-08,12.059309005737305,12.160304907418787,11.879207215850663,12.135677101775835,107296596
2010-06-09,11.791642189025879,12.161297152163174,11.741394042352855,12.120003707753584,109050840
2010-06-10,12.11478042602539,12.151845843677599,11.83691824612858,11.949604737621973,103012884
2010-06-11,12.151846885681152,12.157071252907858,11.980701696555169,12.00259265790503,71196732
2010-06-14,12.019754409790039,12.301100435805555,12.019754409790039,12.300602741660835,81534384
2010-06-15,12.387917518615723,12.447869287160614,11.994631983063798,12.017019689867235,170213616
2010-06-16,12.469510078430176,12.537421157494377,12.341150488728614,12.342643571207306,91480428
2010-06-17,12.43990707397461,12.583936907005643,12.355577783060854,12.523738670772962,79012908
2010-06-18,12.438664436340332,12.524237502800316,12.391401499292552,12.500356713182805,114801084
2010-06-21,12.153337478637695,12.462047204360843,12.062043308212921,12.435429573371291,119220660
2010-06-22,12.09587574005127,12.353341013455262,12.08294043050273,12.186673175980152,88699212
2010-06-23,11.9913969039917,12.1117962433853,11.89463092967099,12.1117962433853,81082836
2010-06-24,11.818509101867676,12.008809337468461,11.77273735481295,11.931943555175764,75668256
2010-06-25,11.758309364318848,11.881942276230202,11.705572745425242,11.867265513086021,89718192
2010-06-28,11.743385314941406,11.87945585296179,11.66701627531104,11.756072250694992,70421508
2010-06-29,11.300098419189453,11.55606965516143,11.221987921775801,11.528458529042808,139943916
2010-06-30,11.068502426147461,11.388902744095308,11.06278131353746,11.31750875705774,143983872
2010-07-01,10.9326810836792,11.154324681314762,10.786908829960613,11.076960254874495,140403456
2010-07-02,10.859546661376953,11.002084377975388,10.845864337432333,10.985667106024101,77362560
2010-07-06,10.847607612609863,11.1361669282372,10.786909773774328,11.044871796869403,102301596
2010-07-07,11.199100494384766,11.226215819672714,10.830440899589497,10.903327022889988,125062812
2010-07-08,11.35731029510498,11.376466305845598,11.18566838147675,11.282434343586347,106649244
2010-07-09,11.629204750061035,11.772737856399264,11.512039955521377,11.740400058373996,173086740
2010-07-12,11.836668968200684,11.926471008190859,11.718508788419461,11.750598212499389,133242624
2010-07-13,12.169259071350098,12.263538466943785,11.947367093219622,11.996372433241142,158892948
2010-07-14,12.222494125366211,12.284433825343429,12.101099404367975,12.186174773908755,124595280
2010-07-15,12.289159774780273,12.30607568805189,12.007067676802158,12.232195124001782,194133672
2010-07-16,11.433182716369629,11.705573096456101,11.430943566674102,11.66975238926085,312679008
2010-07-19,11.596617698669434,11.682936830247339,11.381191955377787,11.468009729130312,181829988
2010-07-20,11.979954719543457,12.01478099053258,11.4578118717851,11.468507083405518,162017820
2010-07-21,11.87821102142334,12.082194535786359,11.826719107633838,12.03990475037572,131052816
2010-07-22,12.060054779052734,12.163787522382988,12.002093786400712,12.020751157009377,85822092
2010-07-23,12.190652847290039,12.20383652893923,11.940650162250652,11.959555904907571,90485424
2010-07-26,12.16353702545166,12.20781568924657,12.061795068760627,12.166521294391165,79728192
2010-07-27,12.254582405090332,12.375727793682014,12.193387830121866,12.20358724194622,97949952
2010-07-28,12.048611640930176,12.319759234404035,12.006820495744101,12.31204734423779,99740160
2010-07-29,12.064530372619629,12.161297279011382,11.923733177675508,12.088411158885888,106912980
2010-07-30,12.06104850769043,12.123486848488634,11.919007539101246,11.93169447452731,85678236
2010-08-02,12.199357986450195,12.27075102363123,12.113038865476632,12.164034027461486,74273652
2010-08-03,12.184930801391602,12.250354359512244,12.108561763403966,12.201597394284521,72019908
2010-08-04,12.595134735107422,12.61204970190359,12.21528030365582,12.243390071936938,152347500
2010-08-05,12.639412879943848,12.651851443346649,12.526477056812796,12.584438051021369,96719184
2010-08-06,12.443389892578125,12.580704182455559,12.339658107940032,12.572247173867268,132647220
2010-08-09,12.571002960205078,12.574735192480048,12.471749471010986,12.493888803637265,74813112
2010-08-10,12.530207633972168,12.587174184524647,12.402345731574728,12.496375805174376,82877040
2010-08-11,12.232443809509277,12.388166152058341,12.226473375497529,12.381449650792344,88831080
2010-08-12,12.239161491394043,12.307320950971528,12.002841110856997,12.038413449292657,88095816
2010-08-13,12.098363876342773,12.218762264649484,12.089904970962937,12.164284183795166,77310612
2010-08-16,12.079458236694336,12.18592687632043,11.952840091812675,12.031945030229553,52147800
2010-08-17,12.202095031738281,12.306076142002489,12.090402979777878,12.152591999474486,75552372
2010-08-18,11.993885040283203,12.210801974832492,11.978959902324021,12.200105815559535,107348544
2010-08-19,11.641145706176758,12.002840453294978,11.623234403394994,11.965525713160766,156843000
2010-08-20,11.493133544921875,11.731195352549877,11.468257369127677,11.641144942319068,156547296
2010-08-23,11.54412841796875,11.648109521934256,11.386416254509227,11.480197946539162,119328552
2010-08-24,11.228702545166016,11.402336171957248,11.217010051429156,11.385668633050045,110397492
2010-08-25,11.309052467346191,11.388406721661253,11.194125877783383,11.194125877783383,103580316
2010-08-26,11.218504905700684,11.374724951081378,11.205071902423535,11.344874675344553,71008920
2010-08-27,11.413779258728027,11.442635091688762,11.135666818387547,11.257807599304366,92403504
2010-08-30,11.261041641235352,11.436913475096032,11.254325140446207,11.421739018055547,49206744
2010-08-31,11.194622993469238,11.31527068977113,11.144373896765629,11.196862143120484,77794128
2010-09-01,11.451093673706055,11.56577094457787,11.256316079591805,11.318008354112758,129002868
2010-09-02,11.521988868713379,11.553082902095733,11.450594882492085,11.513531860426673,67300632
2010-09-03,11.699106216430664,11.738410786891958,11.627961540615338,11.704578956723301,101514384
2010-09-07,11.552338600158691,11.63169190614871,11.518009078496029,11.554825175016372,68327604
2010-09-08,11.706069946289062,11.753831521631614,11.555074278777617,11.571989244218393,95975928
2010-09-09,11.845375061035156,11.950351557158232,11.706069991750608,11.886421083368788,97126776
2010-09-10,11.844380378723145,11.935177810646755,11.818013014566876,11.916022746285584,78893028
2010-09-13,11.996870040893555,12.048611276609124,11.928709636936988,11.9627907869042,89570340
2010-09-14,11.951098442077637,12.05856246836267,11.942392111648898,11.990402063547092,88571340
2010-09-15,11.956321716308594,11.987416701166364,11.903087398004637,11.93915837675035,96015888
2010-09-16,11.96677017211914,12.001347119509132,11.925724148428515,11.939158099228086,78701220
2010-09-17,12.192891120910645,12.219010111270766,11.969755388006147,12.033685863902846,225438336
2010-09-20,12.643889427185059,12.69687441989433,12.2404035696044,12.25134904884689,175963860
2010-09-21,12.772746086120605,12.93493750232556,12.659560954682236,12.678716017841026,178473348
2010-09-22,12.835931777954102,12.880209495388609,12.728467756535991,12.757821284757501,101382516
2010-09-23,12.773244857788086,12.927723449557268,12.719015149759095,12.801354626208251,92603304
2010-09-24,13.116779327392578,13.1302123302241,12.892150511588927,12.97871896272294,134141724
2010-09-27,13.194393157958984,13.354592856598188,13.155585335774148,13.155585335774148,124171704
2010-09-28,13.11379337310791,13.273496315577557,12.896876459268125,13.27076041974182,146041812
2010-09-29,13.126729965209961,13.257328714616394,13.052601021446819,13.130710570801824,86801112
