Date,Close SMH,High SMH,Low SMH,Open SMH,Volume SMH
2019-01-02,41.86135482788086,42.16131909644277,40.59008841446218,40.70435861398931,14288000
2019-01-03,39.34739303588867,41.07098538720471,39.30454306850089,40.76150008103845,18545600
2019-01-04,41.18049240112305,41.337616210023,39.94255483549702,40.028258401025674,18148800
2019-01-07,41.97563171386719,42.30892133364602,41.156687353742726,41.38522776942409,11156800
2019-01-08,41.73280334472656,42.3708159251979,41.180490693646,42.32796596050251,13272000
2019-01-09,42.7993278503418,43.02310954431798,42.18988199679701,42.18988199679701,17855800
2019-01-10,43.24214172363281,43.28023300890304,42.35653932031713,42.49937982378801,11440000
2019-01-11,43.5992317199707,43.961091601543444,42.87551558940949,42.97074015333609,13337400
2019-01-14,42.85171127319336,43.151671944375266,42.68506645587008,43.04692636818961,9963600
2019-01-15,42.96597671508789,43.48496038293359,42.76600295650551,43.142146149601416,11484400
2019-01-16,42.62792205810547,43.30878816313435,42.60411773556753,43.06120213975291,11013400
2019-01-17,43.15643310546875,43.384977157801025,42.08990267061525,42.332730045108704,15829800
2019-01-18,44.222957611083984,44.43245599491782,43.35164238281433,43.54685381381805,16661400
2019-01-22,42.94217300415039,43.82301292412638,42.63268772616309,43.81348828829551,14365400
2019-01-23,42.7707633972168,43.41353824021225,42.366053579966625,43.24213113106892,11732200
2019-01-24,45.28949737548828,45.460904505712286,43.8658657309842,43.8658657309842,25284000
2019-01-25,46.13224792480469,46.30365506191314,45.122850743230984,45.44661937637088,18173800
2019-01-28,45.270450592041016,45.579935882274164,44.356281675653186,44.356281675653186,16266400
2019-01-29,44.67052459716797,45.46090228487688,44.59910435763288,45.33234512719686,10930000
2019-01-30,46.022735595703125,46.179855762429064,44.965726229557106,45.408527352332214,12258800
2019-01-31,45.98940658569336,46.327462167850996,45.47994750216987,45.837045092469076,11274000
2019-02-01,46.575042724609375,46.77501647970969,46.027492424381656,46.108433663457866,11545800
2019-02-04,46.8035888671875,46.808347552582795,46.179855984898545,46.54647818505518,9251400
2019-02-05,47.06545639038086,47.24162582287849,46.665508877792675,46.78930007973618,14672400
2019-02-06,48.23197937011719,48.5509856572747,47.62729212407634,47.69871236379717,16603000
2019-02-07,47.19401168823242,47.827261891613745,46.78929824117021,47.560630227032135,18214600
2019-02-08,47.06545639038086,47.15592226552615,46.2417534088239,46.40839820573564,11795600
2019-02-11,47.27019500732422,47.38922753046216,46.889293112833414,47.19877476692459,6917000
2019-02-12,48.32244110107422,48.45099825771685,47.82250669353139,47.88440229658405,11511800
2019-02-13,48.43671798706055,48.798574257429166,48.293877500146706,48.493851275758495,7987200
2019-02-14,48.579551696777344,48.90332029791757,48.222454135192585,48.23197877108202,8805000
2019-02-15,48.827144622802734,49.02235608051512,48.49385136359491,48.927131510789735,9890600
2019-02-19,48.77000427246094,49.07948955118565,48.636688431184865,48.6462094344542,6991600
2019-02-20,49.21280288696289,49.531809152715844,49.008066817545426,49.008066817545426,8892400
2019-02-21,48.9080810546875,49.31755320284084,48.76048189637088,49.16042940893881,9303600
2019-02-22,49.60322952270508,49.665125122433665,49.236610976862764,49.331835535304286,9266000
2019-02-25,50.05555725097656,50.598345286793524,49.99842396252286,50.31266794677162,9845600
2019-02-26,49.73178482055664,50.060315734336164,49.579423342044315,49.86986297804971,6963200
2019-02-27,49.22232437133789,49.50324299611688,48.67001538982583,49.50324299611688,11668600
2019-02-28,49.198516845703125,49.33183267281921,48.83189468855005,48.950927195987106,8978000
2019-03-01,49.65084457397461,49.89843425188019,49.15091016536878,49.641323570632515,8854800
2019-03-04,49.67465591430664,50.13650270841398,49.03663966940629,49.984141216474036,9056400
2019-03-05,49.44134521484375,49.727026165740554,49.1794758533006,49.52229008830941,8297000
2019-03-06,48.608123779296875,49.37469358789688,48.57955713359999,49.37469358789688,9314400
2019-03-07,48.07961654663086,48.42242714908041,47.812981234613396,48.32720258716402,12776000
2019-03-08,48.065330505371094,48.108184101855834,47.15592393427971,47.341614376350314,10104800
2019-03-11,49.089012145996094,49.322314875793246,48.24626347484389,48.317683715724264,11949200
2019-03-12,49.33183670043945,49.569901734750005,48.89379790912823,49.24137082497452,8638600
2019-03-13,49.53181076049805,49.90319163508132,49.45086952015742,49.60323099774502,8911400
2019-03-14,49.25565719604492,49.75083293398542,49.23661518879492,49.4699179197433,8708400
2019-03-15,50.57454299926758,51.003060842864606,49.85082316728491,49.86986880839862,16864200
2019-03-18,50.436458587646484,50.89354302008954,50.13649795052003,50.617386706972646,9495400
2019-03-19,51.01734161376953,51.17922410626215,50.66976503785241,50.81736784095474,13650000
2019-03-20,50.57929992675781,51.26968708876893,50.28409796983592,51.07447201259859,11618600
2019-03-21,52.32194137573242,52.659993342980876,50.76975608495081,50.76975608495081,18619000
2019-03-22,50.82688522338867,52.141005240198915,50.784035260517555,52.02197272211136,18134800
2019-03-25,50.18410873413086,50.92210814292769,49.793682232695666,50.50787731819302,11660400
2019-03-26,50.65071487426758,51.050666016763465,50.29837964421423,50.74118074880747,9677400
2019-03-27,49.9127197265625,50.85069661364114,49.57466778827758,50.70309381108871,15877800
2019-03-28,49.81748962402344,50.37932327118545,49.512766659384816,49.993659063692505,14141800
2019-03-29,50.626914978027344,50.73166418242683,50.30790867923575,50.40789556545769,11183800
2019-04-01,51.87437438964844,51.92199030704478,51.17446617448665,51.393485590688805,11873800
2019-04-02,51.91722106933594,52.041015899415164,51.60773581042986,51.89341311381085,6885600
2019-04-03,53.12659454345703,53.56463333983817,52.640939833595354,52.755213666847624,18118800
2019-04-04,53.1837272644043,53.51225817450385,52.83139203040069,52.8932876316522,13235200
2019-04-05,53.583683013916016,53.645578620484,53.1837318325825,53.49321713059134,9291600
2019-04-08,53.69319152832031,53.75509076819138,53.23134836764148,53.30752729717998,7829200
2019-04-09,53.107547760009766,53.397987389577416,52.8885283665395,53.397987389577416,10522200
2019-04-10,53.536067962646484,53.69318813005811,52.96470968063893,52.993279955919085,12485200
2019-04-11,53.48368835449219,53.81697793001617,53.3265645692092,53.540821634534055,8534400
2019-04-12,54.2359733581543,54.2359733581543,53.78364765096122,54.012191663264986,7784800
2019-04-15,53.84554672241211,54.259781182193535,53.52654045414691,54.22168990558705,9355800
2019-04-16,55.15967559814453,55.16920023512386,54.1978943205576,54.22646096632628,13848000
2019-04-17,55.973854064941406,56.57854133344147,55.65484776593539,56.25001039807397,17039000
2019-04-18,56.0547981262207,56.192872658188996,55.75483383914326,56.10241040958057,11583800
2019-04-22,56.01194381713867,56.13097634031902,55.61199628289317,55.740549809590846,10271000
2019-04-23,56.46426010131836,56.60710056736727,56.08812056371854,56.2404820322982,9897800
2019-04-24,56.94515609741211,57.47366076991317,56.407130421772514,56.41189273963388,13842400
2019-04-25,55.82149124145508,56.759468108487404,55.44058934554626,56.61663125974072,19979400
2019-04-26,55.140628814697266,55.15491213728577,54.03600706597658,54.61212408341519,22088200
2019-04-29,54.850181579589844,55.13586252228536,54.674015781856234,55.016830007023586,7429000
2019-04-30,55.35012435913086,55.473919202778134,54.85494861712614,54.926368858945125,10399400
2019-05-01,54.92636489868164,56.12621107090936,54.883511303646294,55.80244247958059,14377200
2019-05-02,55.44534683227539,55.96433051281205,54.83114222055067,54.93112910228688,13587200
2019-05-03,55.94052505493164,55.97861633517615,55.42154498379184,55.788163566538046,12327200
2019-05-06,55.0453987121582,55.093010993531294,53.89316479304204,54.10742187551305,13573000
2019-05-07,53.78841781616211,54.52165860386316,53.212300832807934,54.39310144300322,23139400
2019-05-08,53.40275192260742,54.216933929689766,53.326569365587574,53.436080883157544,17838000
2019-05-09,52.65046691894531,52.902815288762525,51.49347063967093,52.49334311535122,36849000
2019-05-10,52.59333038330078,52.95995259436129,51.41252977014949,52.27908640640472,26992200
2019-05-13,50.155540466308594,51.193504177376994,49.96032902407638,50.82688561716401,35276800
2019-05-14,51.44109344482422,51.67915848096322,50.64119477809383,50.88878081734135,21698600
2019-05-15,51.91722106933594,52.25527296880491,50.78403285847159,50.83640382197557,25708000
2019-05-16,51.18398666381836,51.72201237869368,50.8649803629432,51.16970334177685,23369400
2019-05-17,50.198394775390625,51.44585690006896,50.04127097624489,50.4078931742516,38983200
2019-05-20,48.20341110229492,48.95569754452887,47.889167120053365,48.61288328565849,37746400
2019-05-21,49.30327224731445,50.803079123979835,48.836663161016034,49.24613532881333,19799200
2019-05-22,48.43671798706055,48.91284809999403,48.322444144495684,48.53194255661345,21798600
2019-05-23,47.63205337524414,47.784414854696735,46.89881262019595,47.56539545502014,24398800
2019-05-24,47.341609954833984,48.24625775605768,47.341609954833984,48.02247605636412,19091800
2019-05-28,46.92262268066406,47.76537135703932,46.87976908283651,47.61300987075628,12133600
2019-05-29,47.07973861694336,47.274953683491425,46.475055044322254,46.53219195875721,26899800
2019-05-30,47.44160461425781,47.860597809902345,47.12259830737216,47.232106200143285,15246600
2019-05-31,46.770263671875,47.57492111115737,46.6274231816625,46.941667174511615,27918400
2019-06-03,46.71788787841797,47.6463401434115,46.49410614465428,47.2844802413131,13463400
2019-06-04,48.631927490234375,48.655735447958165,47.165445929506845,47.46064789539387,13922400
2019-06-05,48.26054763793945,49.17471656591081,47.72728061366395,49.05568403989628,21119000
2019-06-06,48.927127838134766,49.09377263893744,48.16532043976237,48.341486243789106,10042200
2019-06-07,49.56037902832031,49.688936186099355,49.02711565556069,49.198522777543225,11348200
2019-06-10,50.79832077026367,51.350629789043985,50.08888431643314,50.17935019650459,17218400
2019-06-11,50.9840087890625,51.802953091023596,50.66976119908871,51.59345469770774,16207000
2019-06-12,49.8793830871582,50.584053499108755,49.83177081055352,50.498349948186785,8059200
2019-06-13,50.126976013183594,50.33171210012442,49.79368639843544,50.2126795759166,7157200
2019-06-14,48.879520416259766,49.06521087455541,48.55575178569064,48.846187820201216,11866800
2019-06-17,48.579551696777344,49.008069497195905,48.46051917624909,48.85570801622311,12354200
2019-06-18,50.55549240112305,50.903068960344925,49.00806963006057,49.00806963006057,27726800
2019-06-19,50.67452621459961,51.06019042956743,50.44122348490414,50.82688769987196,9436200
2019-06-20,51.260162353515625,51.993399425643595,50.99352705833967,51.78866336112933,11151200
2019-06-21,51.01734161376953,51.42681379577187,50.8697388106672,51.00781697739677,10478400
2019-06-24,51.11256408691406,51.32206248751439,50.92211132569416,51.14113436227683,12248800
2019-06-25,50.22696304321289,51.269689120723186,50.193634081641456,51.09828199476028,12314400
2019-06-26,51.71249008178711,52.06006301805421,51.32206354788261,51.326825865972175,14639600
2019-06-27,52.40763854980469,52.664749232788104,52.05530330242043,52.05530330242043,10445000
2019-06-28,52.460018157958984,53.13135975601665,52.426689193978596,53.088509787720994,11854800
2019-07-01,53.94078063964844,55.2120471625142,53.58368305687146,54.802574976989845,18217000
2019-07-02,53.307525634765625,53.79793905723912,53.06946058443213,53.793180371693204,8500600
2019-07-03,53.11231231689453,53.2932404410626,52.75521475393715,53.24086584122211,4022200
2019-07-05,52.72188949584961,52.8361597068972,52.18386013835587,52.493345441169915,7976800
2019-07-08,52.37907409667969,52.48382330145017,52.00293087617862,52.22195028952397,7715400
2019-07-09,52.745689392089844,52.82187194811272,51.9410283988732,52.026731958106836,8019800
2019-07-10,53.269432067871094,53.97886850286737,53.17420750485974,53.312285664035166,9222600
2019-07-11,53.41703796386719,53.61701173735047,53.14088162948488,53.5693994530808,7684400
2019-07-12,54.397865295410156,54.426431939702816,53.62177452058898,53.62177452058898,7099600
2019-07-15,54.835899353027344,55.035873110836704,54.52165539541038,54.71210815014583,5291600
2019-07-16,54.269309997558594,54.57403296871269,54.031244949307926,54.54070400726098,7413000
2019-07-17,54.46451950073242,54.77400477890912,54.302637017350776,54.650209941121595,5379000
2019-07-18,55.44534683227539,55.57866630717461,54.56926922130039,54.58831486057171,10446400
2019-07-19,55.450111389160156,55.95480813618338,55.41678242723569,55.65008516070697,8773200
2019-07-22,56.55949783325195,56.64520140082591,55.807211365945506,55.82625700680467,10074800
2019-07-23,57.18798828125,57.192750599513495,56.57854231656373,56.94516090599439,8288600
2019-07-24,58.71160125732422,58.83063378189593,57.4689014101888,57.56889192750328,13770800
2019-07-25,57.64983367919922,58.421162120350765,57.54508447544175,58.35926651475972,11179200
2019-07-26,57.530799865722656,58.13548348398951,57.502229590056466,58.08787120132496,7876400
2019-07-29,57.72601318359375,57.81647906639471,56.94516009834125,57.43557352757593,8749600
2019-07-30,57.46889877319336,57.635547206014486,56.978485375674325,57.10704253056009,5625800
2019-07-31,55.75007247924805,57.240362038858606,55.1263432015693,57.21179539486857,10838800
2019-08-01,54.62640380859375,57.09275768395141,54.17407806851209,55.59770594190251,26134200
2019-08-02,53.883644104003906,54.497852386682744,53.42655963069083,54.18360840053572,16233800
2019-08-05,51.56013107299805,52.50286667529549,51.141137875597465,52.421925426806375,17974600
2019-08-06,52.37907409667969,52.955191090332896,51.81724042502529,52.531435585641,18445200
2019-08-07,52.66474914550781,52.779019349116304,51.61250209050995,51.731534612105875,14577800
2019-08-08,54.0121955871582,54.05980786701015,52.87424502555136,53.1123100573952,10679800
2019-08-09,53.0789794921875,53.65033409829115,52.702836317345394,53.5170182657059,16228600
2019-08-12,52.45049285888672,53.04565547593517,52.164811896635996,52.58380870389208,7652400
2019-08-13,53.95506286621094,54.36929736155178,52.03625914159667,52.30765315369325,19539800
2019-08-14,52.217185974121094,53.05517594764897,51.90770068984129,52.61237481970016,16064800
2019-08-15,52.16004943847656,52.61237154168366,51.707723702685406,52.54095130628673,9550200
2019-08-16,53.43608093261719,53.57415546032102,52.37907156478603,52.73140680986833,11025600
2019-08-19,54.31692123413086,54.83590128567728,54.06457286906082,54.59307755660098,9343600
2019-08-20,54.00743103027344,54.383574200902075,53.78841164596764,54.23121273214222,11217400
2019-08-21,54.55974197387695,54.82161496059271,54.307393622633086,54.55498328872509,5137200
2019-08-22,54.48833084106445,54.79781250587346,53.93125585272245,54.6359300124401,7954000
2019-08-23,52.231468200683594,54.30263694990202,52.04101907519685,53.75508663266709,25397800
2019-08-26,52.76949691772461,53.12659447284893,52.579044161808135,53.02660759332422,7238400
2019-08-27,52.64570236206055,53.36465979399935,52.33621708611994,53.183728040251566,8074600
2019-08-28,52.98375701904297,53.06946058246322,52.02673449961421,52.40764003316742,7751000
2019-08-29,54.131229400634766,54.48832695696036,53.85031076738153,53.888402045209794,11236000
2019-08-30,54.47880554199219,54.93589000520162,54.23598180479569,54.67877931353674,7725800
2019-09-03,53.617008209228516,54.07409264679214,53.321806254046415,53.95029780976943,8735400
2019-09-04,55.19776153564453,55.2120448571457,54.49308740338434,54.50261203944132,10075600
2019-09-05,56.87373352050781,57.50698736440676,56.330945549332725,56.39760346631324,14293000
2019-09-06,56.921356201171875,57.13085097977379,56.6071085843923,56.964206167504834,5642800
2019-09-09,57.1403694152832,57.573645880162715,56.907063070840934,57.154652735844145,6717800
2019-09-10,57.254638671875,57.25940098951178,56.464261043034575,56.83088321680215,7901000
2019-09-11,57.98311996459961,58.01644892455332,57.187983611000966,57.48318556529396,6789000
2019-09-12,58.073585510253906,58.62589450527904,57.692679999310656,58.406875107891125,8984400
2019-09-13,58.04501724243164,58.316411230786805,57.77361962149241,57.99264264532941,7082400
2019-09-16,57.65459442138672,57.873617473011244,57.159422293826005,57.559369850529166,4699400
2019-09-17,57.88789749145508,57.935509774166405,57.268926918454866,57.421288402681704,6576600
2019-09-18,57.949790954589844,57.978357596644294,57.17370024057572,57.87361203158324,4461600
2019-09-19,57.716487884521484,58.25927587576404,57.65458865033393,58.11167671593371,5574200
2019-09-20,56.635677337646484,57.85933162270921,56.44046587388616,57.849810618475495,10108000
2019-09-23,57.1213264465332,57.421287090083624,56.57377612640864,56.57377612640864,5841800
2019-09-24,56.2738151550293,57.6545894769723,56.016704476662085,57.54508159313588,11076200
2019-09-25,57.235599517822266,57.38319868802696,55.55009850927914,55.9976619706539,10392800
2019-09-26,57.435569763183594,57.602218195859756,56.82612384708487,57.27844959885928,9736600
2019-09-27,56.07383728027344,57.240358142447676,55.64056080138555,56.98800978415479,13748000
2019-09-30,56.721378326416016,56.783277565166124,56.159544654979065,56.46426763278374,5178000
2019-10-01,56.33571243286133,57.76410271121236,56.11669302609096,57.11656549441982,9516800
2019-10-02,55.416786193847656,55.96433657632405,55.09777987480463,55.81197507823002,9928200
2019-10-03,56.26905059814453,56.33570851589284,54.79304813965705,55.41201503768905,11036000
2019-10-04,57.25940704345703,57.28797368712998,56.43093805109771,56.62139081828093,7152400
2019-10-07,56.973731994628906,57.51175772336527,56.95468635388808,57.18322677760894,9452600
2019-10-08,55.478675842285156,56.54044752895546,55.38345127842799,56.36904040794515,12161800
2019-10-09,56.45474624633789,56.82612714598363,56.13573994870214,56.269055796515026,6429000
2019-10-10,56.99277114868164,57.530800483058925,56.54997001323962,56.607106932600786,9358800
2019-10-11,58.2926025390625,58.98298966293774,57.997400598447086,58.13547874973894,17065400
2019-10-14,58.37831115722656,58.50210599887771,58.11167946682501,58.29260759494259,4406200
2019-10-15,59.540069580078125,59.69718974999716,58.64494268042333,58.64494268042333,7605200
2019-10-16,58.67351150512695,59.47816887220472,58.56399998811293,59.15916258961814,6919400
2019-10-17,58.71160125732422,59.568636887274295,58.35450368360909,59.32580952002438,6686200
2019-10-18,58.13548278808594,58.7973033171786,57.61650273786139,58.616375192185366,7198400
2019-10-21,59.22582244873047,59.249630406603565,58.48781934567685,58.56400190480326,8208200
2019-10-22,58.778255462646484,59.51149620353955,58.763972141814826,59.43055496377072,6848800
2019-10-23,57.75458526611328,58.18786178829794,57.43081663776873,57.74506062942354,11567400
2019-10-24,59.282955169677734,59.30675949328066,58.516385477532076,58.61637235486619,9543200
2019-10-25,60.48280334472656,60.53517794401513,59.54482650802933,59.54482650802933,9143200
2019-10-28,61.40174102783203,61.47791632247145,60.85894937065961,60.99226885032395,9707200
2019-10-29,60.98274612426758,61.97309763728938,60.91608819863962,61.50648489272467,7143000
2019-10-30,61.049400329589844,61.30650737986719,60.56850792464952,61.30650737986719,6770600
2019-10-31,60.701820373535156,60.94464772142375,60.05428320088831,60.877989803585166,7842400
2019-11-01,61.95404052734375,61.963565162705514,61.054155012611915,61.18271216190735,8745400
2019-11-04,63.27293014526367,63.363396028759375,62.76347470450165,62.96344847925422,7755000
2019-11-05,63.3062629699707,63.81095972691562,63.13485583882253,63.406246225125244,5403600
