Date,Close NXPI,High NXPI,Low NXPI,Open NXPI,Volume NXPI
2019-01-02,67.67417907714844,67.90869102455576,64.54437116260289,64.86006323394471,4720900
2019-01-03,64.91419219970703,66.92556317103828,64.69772329332923,66.12281771519075,5356900
2019-01-04,68.05301666259766,68.35968726017076,65.84321295304399,66.16791975921664,4866700
2019-01-07,68.55811309814453,69.4600748291187,67.54791348214158,68.19732702947049,3515700
2019-01-08,68.94596862792969,69.48714438214644,68.15223776575026,68.96400483778692,4009000
2019-01-09,72.10284423828125,72.14793820927441,69.61342719989908,69.85695391124919,6325800
2019-01-10,72.18399810791016,72.28321445141384,70.57850728600992,71.34517340101124,3116100
2019-01-11,71.68792724609375,73.01380531825114,71.21890325417937,71.48949454808555,3447900
2019-01-14,70.90322875976562,71.62480106541226,70.18165645411898,70.62362276000371,3335900
2019-01-15,70.41616821289062,71.52558442427558,69.87499242646379,71.11067587721075,5438800
2019-01-16,70.65967559814453,72.12085601546126,70.6236031861411,70.80399277184468,5619500
2019-01-17,71.38126373291016,71.66086971796445,69.9832200447924,71.1647948051721,5297000
2019-01-18,72.86947631835938,73.90673350373471,71.8141829293467,72.20202668104632,8818900
2019-01-22,71.33613586425781,72.382414567948,70.83103959705318,72.31927753454742,5039900
2019-01-23,71.164794921875,72.60793257820056,70.61459761517851,72.16597317626217,3480800
2019-01-24,75.99030303955078,76.83814957225557,73.2212798093903,73.51892893871317,8390300
2019-01-25,76.88321685791016,78.12792846430668,76.72086346931157,77.20792363510733,5673700
2019-01-28,77.2620620727539,77.34323534320873,74.51107543917246,75.43107357811085,3655600
2019-01-29,77.33421325683594,77.67696319126857,76.49538839421278,77.04558571708513,3496300
2019-01-30,79.1200942993164,79.37264251538316,77.24401200650225,78.154995398534,5051400
2019-01-31,78.49771118164062,79.21928316121252,78.0467304147633,78.69614382009391,3046900
2019-02-01,79.73343658447266,80.90598297338605,78.56088331413581,78.59696261737639,4916000
2019-02-04,80.00402069091797,80.00402069091797,78.66912088390222,79.40872939357945,3253500
2019-02-05,81.39302062988281,81.79890751749579,79.82360922280868,79.88674626558115,5821400
2019-02-06,83.3863525390625,85.3616507723631,82.81811917176923,83.42243183115718,9862900
2019-02-07,81.8349838256836,82.64674380845652,78.60595945556723,78.85850761744514,8803900
2019-02-08,78.93067169189453,80.85184766961247,78.27223661140616,79.94988595363604,5589200
2019-02-11,80.50009155273438,80.68950270708775,78.87655754195897,78.96675922810844,4085300
2019-02-12,84.08990478515625,84.47774864891099,81.03224783795059,81.40205549285699,6275900
2019-02-13,82.87223815917969,84.4055771713809,82.61968998530274,84.33341858415274,4025300
2019-02-14,82.7549819946289,83.73811689725943,82.52949158047461,82.52949158047461,3347400
2019-02-15,83.91851043701172,84.15302238636899,82.99850572568305,83.50360891517724,3500700
2019-02-19,83.43144989013672,83.9455677385272,82.94438978933188,83.88243070035368,2694900
2019-02-20,85.00990295410156,85.0640184621497,83.52166454997334,83.87342911513167,4072400
2019-02-21,85.10009002685547,85.1542124114073,83.81930598902254,84.62205139875036,4865800
2019-02-22,85.24440002441406,85.97498678076644,84.75733989303865,85.68635931936858,3496600
2019-02-25,87.61656951904297,88.57264683390902,85.97499930298224,86.52519655662998,5013400
2019-02-26,84.87462615966797,87.29188468993401,84.63109943792281,86.97619935381096,4286800
2019-02-27,82.8271484375,84.48675474006009,82.32204518250268,84.48675474006009,4966200
2019-02-28,82.36715698242188,82.88127496862879,82.00637086125039,82.43931558294075,2358100
2019-03-01,85.00990295410156,85.45186232648103,82.95343107119973,83.14284223079093,4001100
2019-03-04,84.31539154052734,85.78558678760236,83.51263921286753,85.46087999121167,2251000
2019-03-05,84.15302276611328,84.57693895148981,82.91733285666281,84.234196009668,2272900
2019-03-06,82.87223815917969,84.3243970403938,82.85420195308346,83.8734161923502,2962700
2019-03-07,84.8565673828125,85.07303628696135,82.87224730361046,83.8824469920091,6070100
2019-03-08,84.04480743408203,84.27029790188313,82.47539570498482,83.23304037371348,3961600
2019-03-11,85.03694915771484,85.67734114785118,84.24322532798708,84.42361491792738,3117300
2019-03-12,84.77537536621094,85.49694745418122,84.36949536761604,85.49694745418122,2006800
2019-03-13,84.24323272705078,85.49695906708908,84.17107413216829,85.19028847954965,1525500
2019-03-14,83.74714660644531,84.80244019604343,83.52165617030441,83.9996947938956,2099900
2019-03-15,84.45259094238281,86.68645267781558,83.9823075296609,84.47972864888743,4103000
2019-03-18,83.44869995117188,84.77816451448862,82.61665644896033,84.5158885822696,1867100
2019-03-19,83.94612121582031,84.69677230985339,83.75619869202896,83.93707531468715,1938400
2019-03-20,82.32725524902344,84.18127180144073,81.90218756822523,83.79238082751911,1699000
2019-03-21,85.27558135986328,85.8272640003609,82.3362915440975,82.71613657198095,2413800
2019-03-22,81.99261474609375,84.80528236191516,81.90216954880063,84.80528236191516,1987700
2019-03-25,80.42801666259766,81.73035040772487,79.79494159205014,81.42285187345838,2364000
2019-03-26,80.75361633300781,81.26007649126095,80.09340342671169,80.88927727539766,1821000
2019-03-27,78.99906921386719,81.12440058596303,77.52490472513706,80.56367891417656,3900900
2019-03-28,77.7057876586914,79.40605841444584,77.21741245650672,79.04429823875331,3056100
2019-03-29,79.93963623046875,80.49131885552349,78.69157107378771,78.74583267625201,3212800
2019-04-01,85.36602020263672,85.52881191560925,81.39571848625181,81.39571848625181,4016400
2019-04-02,83.91899108886719,85.46550899506346,83.74715346595619,85.3208021757698,2713000
2019-04-03,86.98489379882812,87.5365764578039,85.23940751223277,85.63734435477288,4286500
2019-04-04,87.33758544921875,88.54043466672354,86.54171886996693,86.54171886996693,2867200
2019-04-05,88.76654815673828,88.88411725787302,87.34664544303396,88.38670315307218,2818800
2019-04-08,89.18257141113281,89.33631721528947,87.63605366932129,88.40478959010477,2297300
2019-04-09,88.26008605957031,89.25492812336336,88.06112454681215,89.08309051234447,2685000
2019-04-10,88.74845886230469,89.28205658252045,87.09341789960216,88.13346873900531,2297200
2019-04-11,88.31433868408203,89.72519532087868,87.99780122069807,88.81175272654278,2076700
2019-04-12,90.74718475341797,90.81953816390529,89.0921436135268,89.69808790135585,3327300
2019-04-15,89.74329376220703,91.06371220721182,89.51719457162402,90.80143631813557,2563900
