Date,Close LLY,High LLY,Low LLY,Open LLY,Volume LLY
2020-01-02,123.44923400878906,123.49590940730968,122.06729456919568,123.03838791851426,2204200
2020-01-03,123.03840637207031,123.6920187738651,121.60044484044002,121.66581320446039,1963500
2020-01-06,123.49596405029297,123.77608780376057,122.26343948179579,122.7116289387324,2102900
2020-01-07,123.72935485839844,124.12152227700497,122.97303096196576,122.97303096196576,2448300
2020-01-08,124.84989166259766,125.3167598302501,123.26252849443074,123.68272124346656,5188600
2020-01-09,126.91340637207031,127.32425252718491,125.12996703858734,125.63419250083959,4522800
2020-01-10,128.8555908203125,129.10770357431224,126.54926135204732,126.78269539338848,4177600
2020-01-13,129.7332763671875,130.71370197325106,128.75285076112397,129.0423066286604,5117100
2020-01-14,131.32998657226562,131.563420614696,128.96763520268473,129.7799953587671,4685200
2020-01-15,131.75950622558594,132.30107489215212,130.73239078077376,131.26462721518078,3676500
2020-01-16,132.05825805664062,132.5624834082007,130.58296791104473,132.43176095551453,3794800
2020-01-17,130.33082580566406,132.34769826112307,130.12540281958903,131.5446850194686,5393200
2020-01-21,131.57276916503906,132.18903846619548,129.25709316936343,130.25619772557312,4849500
2020-01-22,132.1796875,132.82396772500894,131.36734160638855,131.8902315722848,2742100
2020-01-23,131.85287475585938,132.34775372579662,130.61100409147753,131.89021792912493,3138700
2020-01-24,129.85470581054688,132.58121392319651,129.50921371312236,132.45049141942854,3183300
2020-01-27,129.14505004882812,129.88270961700007,128.239324805488,128.239324805488,2826400
2020-01-28,130.03211975097656,130.61104597987193,129.07037244452872,129.49989743708426,2649100
2020-01-29,130.64833068847656,131.7874896722432,129.76128439722999,130.26549553459046,2815500
2020-01-30,133.21615600585938,134.1965819688846,128.94898853023565,129.02367489615747,5243400
2020-01-31,130.38693237304688,133.3842320733293,130.2281989166254,133.3842320733293,3913500
2020-02-03,131.6568145751953,132.1890510900263,130.42427585517711,131.21795738679654,5137800
2020-02-04,133.9351043701172,134.5233626543963,132.38509907204687,132.87064581855793,3177500
2020-02-05,137.58602905273438,137.5953612851805,134.95288623924637,135.1863202795478,4060900
2020-02-06,137.53933715820312,138.07155935263913,137.08180131748776,137.95018334208095,3285000
2020-02-07,136.70828247070312,137.46460630289405,135.74653559178384,137.46460630289405,2670400
2020-02-10,135.86790466308594,135.90526207750668,131.76880466266817,132.12362886127022,4892100
2020-02-11,134.69149780273438,136.1948142233345,133.69239285189266,136.0734239121547,2976400
2020-02-12,134.00045776367188,135.29835032609716,133.98179330067416,135.08359502016998,3953200
2020-02-13,133.09007263183594,134.9109122670682,133.0806777065511,134.0849608478208,3455500
2020-02-14,132.45181274414062,133.57811516503,131.9356075096849,133.5124079844817,2273700
2020-02-18,132.34852600097656,133.24018418253493,131.89801377133824,132.35792092174594,2858200
2020-02-19,132.1796417236328,133.12759819825223,131.7385099182329,132.92111036076582,3082800
2020-02-20,133.27777099609375,134.03801514483777,132.52690745011944,132.93050251371213,3417000
2020-02-21,133.31529235839844,133.88782413502278,131.71033585643022,132.65829220199245,2900900
2020-02-24,129.66421508789062,132.89291748508066,129.4014150622149,130.72481011249232,4727400
2020-02-25,127.09254455566406,130.67789643992634,126.35106170004448,130.40571577644562,3401600
2020-02-26,125.32801818847656,128.60365269700443,125.1215303786823,127.67445755293022,4659000
2020-02-27,121.25460815429688,126.39799945449705,121.12320811704274,125.14031133770325,4292800
2020-02-28,118.38258361816406,119.01143495546536,114.04636725262269,118.61722760888007,7898300
2020-03-02,124.680419921875,124.83059550400986,118.45766424267113,119.89368423319773,7355700
2020-03-03,122.30579376220703,127.31778442316396,120.78530575353045,125.09336465913292,6936600
2020-03-04,131.75730895996094,132.20782144872754,124.8306132080804,124.85876934353244,5301900
2020-03-05,131.5413818359375,133.19328427402147,129.08231802482663,129.88011311790393,6882100
2020-03-06,132.77093505859375,133.61564752509997,127.22394880681766,127.75892954986368,8010700
2020-03-09,127.38351440429688,132.27348652038148,125.12154318822317,125.78793833742431,5351300
2020-03-10,132.51748657226562,133.2120233259433,126.4449015091491,130.67787215980582,5961200
2020-03-11,131.41940307617188,133.12760378709828,128.95094384720286,130.89380285742527,7211800
2020-03-12,118.27934265136719,128.11562213924185,118.19487424976198,122.75634695560564,7836300
2020-03-13,130.8092803955078,130.8092803955078,120.6163485256288,124.78362659596449,6841700
2020-03-16,121.43294525146484,130.16168899765472,120.3723499825688,122.95343351046014,6619700
2020-03-17,134.40408325195312,134.77012732703412,123.04732199845742,125.02771797428879,8909200
2020-03-18,134.3008270263672,135.15493456390402,125.84426301253006,127.96543946868418,6734600
2020-03-19,124.9150619506836,134.19757694387425,123.06606629888198,133.73768392286317,6554800
2020-03-20,114.8816909790039,124.12666211250826,112.84498300545808,124.04219371912669,9113500
2020-03-23,111.7374496459961,119.08649257257268,109.8696786851587,113.52073790214023,7299300
2020-03-24,115.34159088134766,116.94655479857703,110.19819899936685,115.67009101164038,6827300
2020-03-25,114.449951171875,118.39196721274985,111.8876357327701,112.74174326606041,6472100
2020-03-26,126.0976791381836,127.40229907919878,114.4499486670541,115.71702471240685,6723600
2020-03-27,125.87242126464844,129.15743709062156,122.20258586189354,122.62494217521215,4717400
2020-03-30,129.93641662597656,133.06187529149716,125.30923117625929,125.64711898662715,5057400
2020-03-31,130.19923400878906,133.29653696283063,126.25721857706795,128.5473457833475,7560100
2020-04-01,128.04052734375,128.7632348237834,124.81182383566193,125.76917529946297,3297900
2020-04-02,133.4467010498047,134.0286277874111,124.8587381646464,127.03624090607896,4725000
2020-04-03,131.08152770996094,135.7180954453959,129.9552393732984,132.26412831522657,4013200
2020-04-06,132.9116973876953,134.68560478023238,131.6821655867209,133.53116074928673,4159900
2020-04-07,133.16519165039062,135.90583234960374,131.44759553983056,134.33841186348883,3900600
2020-04-08,137.2385711669922,138.2053032118175,131.869915798033,133.32471132772693,4006600
2020-04-09,136.77867126464844,137.40751544213282,134.73258253685142,135.63360744250295,4415300
2020-04-13,135.54910278320312,137.58581036228534,134.10370248633242,136.06532228977437,2289000
2020-04-14,141.8281707763672,142.2411463646785,135.20182880444892,138.23342422369322,3809600
2020-04-15,141.89390563964844,143.97754540014182,139.3879095647918,139.79150467160648,3614400
2020-04-16,145.22581481933594,146.0329904984677,142.66350715480723,143.49883895936568,3512900
2020-04-17,147.62857055664062,147.98523391762188,143.63024309483396,145.8734385210248,3709900
2020-04-20,148.0978546142578,150.3598255069473,146.05176644583673,147.0091176777042,2562200
2020-04-21,143.2923583984375,146.23010508630023,142.10975810617967,145.86406111573024,4270200
2020-04-22,147.08419799804688,147.61917867711767,144.13707099814783,145.11318338319478,3278000
2020-04-23,150.1064453125,152.5749046521676,144.54069678467255,147.52536144134513,5692900
