Date,Close AAPL,High AAPL,Low AAPL,Open AAPL,Volume AAPL
2017-01-03,26.82724380493164,26.868818596222855,26.506194713025288,26.746404422467158,115127600
2017-01-04,26.797222137451172,26.91039905892002,26.734860818454795,26.757957538002834,84472400
2017-01-05,26.933490753173828,26.991233422353574,26.748713506932074,26.774120422344474,88774400
2017-01-06,27.233753204345703,27.291495873242546,26.901154867606653,26.972755213145483,127007600
2017-01-09,27.48320198059082,27.584829648346272,27.240683812765116,27.242992250911175,134247600
2017-01-10,27.510913848876953,27.573275148086285,27.323828189082768,27.43238291273115,97848400
2017-01-11,27.658742904663086,27.700317703524195,27.393126232059707,27.425461990933158,110354400
2017-01-12,27.543254852294922,27.554804091690794,27.303045122626244,27.462415463023376,108344800
2017-01-13,27.494752883911133,27.62871631548386,27.441628846505868,27.510920762744625,104447600
2017-01-17,27.716482162475586,27.771914633393926,27.305354625678834,27.333069980054766,137759200
2017-01-18,27.71417236328125,27.83196790758304,27.649500852579568,27.71648256356817,94852000
2017-01-19,27.665668487548828,27.737268836316627,27.57097142261398,27.577900261247446,102389200
2017-01-20,27.716482162475586,27.82041826571828,27.654120852963267,27.82041826571828,130391600
2017-01-23,27.734962463378906,27.903570089902832,27.66336034711308,27.716484384202783,88200800
2017-01-24,27.709556579589844,27.739582137747085,27.601000063085433,27.612549303543354,92844000
2017-01-25,28.150705337524414,28.20151916815679,27.781152608606803,27.813488362251693,129510400
2017-01-26,28.164567947387695,28.280053298312307,28.086036992432323,28.102204871075106,105350400
2017-01-27,28.166873931884766,28.25926255700933,28.086034545713193,28.210758925306386,82251600
2017-01-30,28.09296226501465,28.09296226501465,27.868922192883737,27.931283499112673,121510000
2017-01-31,28.028291702270508,28.03753074094258,27.859684092462917,27.98209827107659,196804000
2017-02-01,29.737478256225586,30.139368551516302,29.335589723101506,29.34020836184624,447940000
2017-02-02,29.686662673950195,29.885297609462313,29.51343465545706,29.559629851021814,134841600
2017-02-03,29.813692092895508,29.83909900551195,29.601199516618177,29.6358437045804,98029200
2017-02-06,30.093172073364258,30.141677472877852,29.77212292937744,29.82524872987645,107383600
2017-02-07,30.37956428527832,30.50890726398118,30.13011560163773,30.15090211085815,152735200
2017-02-08,30.497365951538086,30.538942505112082,30.307971833328953,30.337999148447242,92016400
2017-02-09,30.71774673461914,30.72470561483007,30.41618228022925,30.53912721677371,113399600
2017-02-10,30.648149490356445,30.838368291330156,30.631913285665966,30.72702268615282,80262000
2017-02-13,30.919553756713867,31.04250220271785,30.79429040402537,30.87084160718438,92141600
2017-02-14,31.320871353149414,31.337107558213077,30.910279778878657,30.961313919843974,132904800
2017-02-15,31.434526443481445,31.61082744003737,31.228071491945194,31.436848428980575,142492400
2017-02-16,31.397424697875977,31.525006519344686,31.279116663230262,31.471653928206138,90338400
2017-02-17,31.48324203491211,31.508759098046042,31.339420518854677,31.339420518854677,88792800
2017-02-21,31.710582733154297,31.72218204511534,31.543562551831812,31.60155557202398,98028800
2017-02-22,31.80569839477539,31.808016841778624,31.57372626835725,31.647955508211908,83347600
2017-02-23,31.671140670776367,31.891513389252864,31.61778809547647,31.86831831024137,83152800
2017-02-24,31.701305389404297,31.701305389404297,31.38118278544861,31.5273263289263,87106400
2017-02-27,31.763931274414062,31.882239285887856,31.6131508569667,31.81264696259961,81029600
2017-02-28,31.777851104736328,31.88223781504666,31.710577230803324,31.798727738875908,93931600
2017-03-01,32.42736053466797,32.51087058649747,31.919344887284186,31.98661520199701,145658400
2017-03-02,32.234840393066406,32.541041684757865,32.188443147392746,32.476089788350194,104844000
2017-03-03,32.42505645751953,32.43665576922689,32.14900912110405,32.193084381824235,84432400
2017-03-06,32.32298278808594,32.42273260460059,32.15132574604717,32.32994166602738,87000000
2017-03-07,32.36474609375,32.47145127001867,32.19540392420693,32.25803737786824,69785200
2017-03-08,32.24411392211914,32.42969226412578,32.2023606534642,32.23251461206639,74828800
2017-03-09,32.169883728027344,32.19540079632785,31.791771675445137,32.183805024965324,88623600
2017-03-10,32.27659225463867,32.327626390956816,32.160606224754304,32.30210932279775,78451200
2017-03-13,32.29051208496094,32.34386467104146,32.20236510352637,32.209323982597176,69686800
2017-03-14,32.24180603027344,32.39490493840414,32.207008088724116,32.31371682068296,61236400
2017-03-15,32.582801818847656,32.65007216855019,32.25107988445817,32.33923041268715,102767200
2017-03-16,32.63615798950195,32.712709213528065,32.536408137729644,32.64311686990309,76928000
2017-03-17,32.47377395629883,32.708064491516325,32.45057533159433,32.708064491516325,175540000
2017-03-20,32.81476974487305,32.82404707000738,32.529441557510076,32.56887638365337,86168000
2017-03-21,32.43898391723633,33.12562302407698,32.413466839693946,32.96556167763967,158119600
2017-03-22,32.805484771728516,32.847241578635575,32.42041034404195,32.441290517301645,103440800
2017-03-23,32.689510345458984,32.842612792385644,32.61759955543351,32.76838001583444,81385200
2017-03-24,32.62455368041992,32.87972438810393,32.55728333363764,32.824049813805665,89582400
2017-03-27,32.680233001708984,32.75910267204464,32.15597375151802,32.33459327284233,94300400
2017-03-28,33.35758590698242,33.413256940988724,32.61991284988148,32.68718673545649,133499200
2017-03-29,33.431827545166016,33.51765965381626,33.21609512906577,33.329759225439915,116760000
2017-03-30,33.38774108886719,33.519966878683235,33.2879947895574,33.44805609739234,84829200
2017-03-31,33.325103759765625,33.466606844237894,33.17431981160958,33.3390215156789,78646800
2017-04-03,33.33438491821289,33.431812760425096,33.183604492325316,33.33670690420712,79942800
2017-04-04,33.58259963989258,33.61043515733627,33.2114428891155,33.230001080615665,79565600
2017-04-05,33.40862274169922,33.74266313112356,33.359907043402615,33.455016453649634,110871600
2017-04-06,33.325103759765625,33.524599853618135,33.276388074456776,33.47124373646739,84596000
2017-04-07,33.25086975097656,33.44572540561645,33.2346335495627,33.3413387006031,66688800
2017-04-10,33.211448669433594,33.37615043540504,33.14881520467108,33.311198523656394,75733600
2017-04-11,32.85419464111328,33.253186753940575,32.489996911539414,33.15807738689892,121517600
2017-04-12,32.89364242553711,32.97483053167873,32.71038249584378,32.8472487163686,81400000
2017-04-13,32.71965789794922,33.02818114484193,32.71965789794922,32.91915399971396,71291600
2017-04-17,32.900611877441406,32.912211193364215,32.67791704641189,32.81942020559598,66328400
2017-04-18,32.75446701049805,32.949322767814124,32.73359036641721,32.80318271963413,58790000
2017-04-19,32.63384246826172,32.9400474250304,32.580489861411785,32.91221189791119,69313600
2017-04-20,33.04210662841797,33.153452245791534,32.74518262234622,32.759100382066244,93278400
2017-04-21,33.002662658691406,33.09776850365113,32.90523482801232,33.04209748018444,69283600
2017-04-24,33.32046890258789,33.392379679912395,33.21376019004596,33.28799295348608,68537200
2017-04-25,33.526920318603516,33.61274884497858,33.37381791511344,33.383098779356075,75486000
2017-04-26,33.32975769042969,33.54317518890856,33.26016887528896,33.513017675938116,80164800
2017-04-27,33.355262756347656,33.441094830132606,33.24391715260922,33.38542025845693,56985200
2017-04-28,33.32278823852539,33.47357221593292,33.23464125410369,33.424856521173425,83441600
2017-05-01,34.002479553222656,34.146301159389395,33.626685787631246,33.659161748366124,134411600
2017-05-02,34.21820068359375,34.35274491646579,34.062779812762194,34.22515956291359,181408800
2017-05-03,34.11381530761719,34.21356514784751,33.466614727903426,33.772816048963875,182788000
2017-05-04,33.99087142944336,34.13237455160998,33.82385123476756,33.988552982711006,93487600
2017-05-05,34.55457305908203,34.55920995356493,34.04423149683466,34.04423149683466,109310800
2017-05-08,35.494049072265625,35.6541103845622,34.57080112290132,34.57080112290132,195009600
2017-05-09,35.721378326416016,35.927833315531025,35.59611143347141,35.6935392726435,156521600
2017-05-10,35.55204391479492,35.70978678846555,35.28527740706328,35.637876001491634,103222800
2017-05-11,35.85950469970703,35.88745866350472,35.47750036721987,35.51011036313134,109020400
2017-05-12,36.36030197143555,36.43483757471907,36.02721088694164,36.03419848868001,130108000
2017-05-15,36.26711654663086,36.488398824833446,36.115713817918966,36.33932411122335,104038800
2017-05-16,36.213565826416016,36.35099343979344,36.038868623376466,36.323043024658695,80194000
2017-05-17,34.99766540527344,36.00392278218751,34.871885010270645,35.77798083100697,203070800
2017-05-18,35.53107833862305,35.71742272274679,35.202650315678596,35.23526031633349,134272800
2017-05-19,35.652198791503906,35.86649356564632,35.55204078418409,35.72673795862637,107843200
2017-05-22,35.86882400512695,36.006251591675145,35.61725965535469,35.871152021192465,91865600
2017-05-23,35.82455825805664,36.080778578721876,35.710421522111865,36.080778578721876,79675600
2017-05-24,35.71742630004883,35.910758306945944,35.56136388455392,35.833891107512834,76712000
2017-05-25,35.84086990356445,35.95267865029357,35.64520992812298,35.808259907657536,76942400
2017-05-26,35.780311584472656,35.92705835172221,35.710432002247956,35.87115397509781,87710400
2017-05-30,35.79429626464844,35.97132150614863,35.71510104246868,35.736063856417886,80507600
2017-05-31,35.58231735229492,35.91074887610483,35.49380653873911,35.86416367619815,97804800
2017-06-01,35.68015670776367,35.715098282536324,35.45654626780367,35.67782869113504,65616400
2017-06-02,36.208900451660156,36.208900451660156,35.61260132927113,35.77332329905412,111082800
2017-06-05,35.8548469543457,35.975971325760206,35.745373326482856,35.950348930926815,101326800
2017-06-06,35.97597122192383,36.29275557793908,35.81990883719749,35.84785924812664,106499600
2017-06-07,36.19026565551758,36.33235283343117,35.98295848323935,36.10874243967336,84278400
2017-06-08,36.101749420166016,36.22985781930265,35.96431829516833,36.162309818925564,85003200
2017-06-09,34.701839447021484,36.1483333531138,34.012370047206694,36.1483333531138,259530800
2017-06-12,33.87261962890625,34.02868202344969,33.19479368745053,33.94715880170374,289229200
2017-06-13,34.145145416259766,34.345464992166164,33.80972626086085,34.27791697953152,136661600
2017-06-14,33.81205749511719,34.357111840109425,33.504588754317545,34.357111840109425,126124800
2017-06-15,33.609397888183594,33.653655064357174,33.124907628552585,33.383459530315115,128661600
2017-06-16,33.13888168334961,33.65831348450263,33.12257491196715,33.49060395650505,201444400
2017-06-19,34.086910247802734,34.180084202396955,33.462660746024724,33.462660746024724,130165600
2017-06-20,33.777122497558594,34.21037172755161,33.76081927255734,34.21037172755161,99600400
2017-06-21,33.97743225097656,34.02402100425864,33.68394229810293,33.89590904117865,85063200
2017-06-22,33.921539306640625,34.17077213427442,33.8027429341119,33.954149308972816,76425200
2017-06-23,34.07292938232422,34.277908494153515,33.80040227458155,33.80506186009286,141757600
2017-06-26,33.96579360961914,34.53879839529873,33.86330402408988,34.28024641515841,102769600
2017-06-27,33.47895812988281,34.044978698414525,33.453335741114344,33.77710762415828,99047600
2017-06-28,33.968116760253906,34.033336750025995,33.34619528721252,33.65599201574137,88329600
2017-06-29,33.46732711791992,33.805077920616554,33.14122706164791,33.70724790373495,125997600
2017-06-30,33.5465202331543,33.76547461438173,33.49061585255683,33.646678249890044,92096400
2017-07-03,33.42539596557617,33.844669935919384,33.332225551821445,33.74683993520988,57111200
2017-07-05,33.56281661987305,33.72586658729223,33.24370428690816,33.46964622541144,86278400
2017-07-06,33.24603271484375,33.42538945833917,33.17149710919521,33.31358427275497,96515200
2017-07-07,33.58377456665039,33.71654609148289,33.28562508244172,33.28562508244172,76806800
2017-07-10,33.78875732421875,33.99606446541311,33.39510584668479,33.56747497978787,84362400
2017-07-11,33.89823913574219,33.97277830218585,33.63037155905931,33.71189477385611,79127200
2017-07-12,33.947147369384766,34.04963336613222,33.732852651094696,33.97742578819148,99538000
2017-07-13,34.42000961303711,34.587719217296886,33.87728319289419,33.89125840087854,100797600
2017-07-14,34.7158317565918,34.783383342119265,34.317524065140596,34.466598891604804,80528400
2017-07-17,34.836936950683594,35.149061641103934,34.60633901046096,34.66457138796724,95174000
2017-07-18,34.95806884765625,34.96971603651963,34.629637314513324,34.753089697174474,71475200
2017-07-19,35.17702102661133,35.27019142330766,34.92778470640329,35.05123708142619,83692000
2017-07-20,35.01863098144531,35.344734514592794,34.98369296735457,35.2888301378244,68974800
2017-07-21,35.00232696533203,35.04192456514405,34.67855500995316,34.937106971027156,105010400
2017-07-24,35.42625045776367,35.50777721286559,34.916134231447195,35.07452815598799,85972800
2017-07-25,35.577674865722656,35.83389533987148,35.358720433153685,35.358720433153685,75415600
2017-07-26,35.74538040161133,35.85485405114244,35.65220642276461,35.71975800170647,63124000
2017-07-27,35.06987380981445,35.86882404482113,34.3105247275263,35.81291967117998,129905200
2017-07-28,34.82297134399414,34.99300893798298,34.75076374466559,34.91381373576606,68854800
2017-07-31,34.643619537353516,35.01630833114049,34.50386390535121,34.91614675169295,79383600
2017-08-01,34.95109558105469,34.990693196053485,34.56909108752127,34.7298131187793,141474400
2017-08-02,36.60255432128906,37.21050067161394,36.37428432643603,37.10102348389167,279747200
2017-08-03,36.23685836791992,36.618862756994176,36.10874638135342,36.5815931692251,108389200
2017-08-04,36.427860260009766,36.66311787815662,36.26481024969889,36.35332463567779,82239600
2017-08-07,36.991546630859375,37.01716902724372,36.493077463746744,36.58391985925062,87481200
2017-08-08,37.287357330322266,37.694983983131344,36.86575547523531,36.942622641985984,144823600
2017-08-09,37.51563262939453,37.5645493985897,37.061420719251664,37.09635872994617,104526000
2017-08-10,36.3206901550293,37.41507951821054,36.15933705369821,37.39169366623964,163217200
2017-08-11,36.8257942199707,37.080687183177005,36.49607651485307,36.620013691083315,105028400
2017-08-14,37.380008697509766,37.464192779037646,37.122778568346675,37.25607151750768,88490800
2017-08-15,37.789241790771484,37.929546235370935,37.44782752936895,37.56942756923326,117862000
