Date,Close JPM,High JPM,Low JPM,Open JPM,Volume JPM
2010-01-04,28.690961837768555,28.784703418540698,27.900872107781748,27.981222034157867,35460500
2010-01-05,29.246688842773438,29.35381946821894,28.64407747827025,28.65077457909561,41208300
2010-01-06,29.407400131225586,29.521227921856376,28.99896614678942,29.09270517778123,27729000
2010-01-07,29.98991584777832,30.210871698151212,29.19982633830688,29.320348640036165,44864700
2010-01-08,29.916257858276367,29.929649506612417,29.514518624977846,29.708691140361204,33110100
2010-01-11,29.815818786621094,30.25773292066742,29.668515778069313,30.21086343328338,31878700
2010-01-12,29.119468688964844,29.561382787601318,28.751204811605035,29.45425217442264,47109600
2010-01-13,29.62835693359375,29.81583498498309,28.704353222523494,29.15965925092351,39622000
2010-01-14,29.9229679107666,29.98992618714315,29.527923019834702,29.594881296211256,37938300
2010-01-15,29.246688842773438,29.7488641284609,29.019035944427298,29.66181969710031,69738500
2010-01-19,28.9788761138916,29.29357360770597,28.724442342149306,29.05922604052309,41731500
2010-01-20,29.059219360351562,29.246697371000177,28.597216328115582,28.798085990124285,39934400
2010-01-21,27.144258499145508,28.891829531468183,26.996952878276467,28.818176721033666,137547700
2010-01-22,26.220247268676758,27.58616475187074,25.992594354811093,27.217903361433986,106634900
2010-01-25,26.25373649597168,26.70904252112114,26.00599727923346,26.621998046084574,56572200
2010-01-26,25.738168716430664,26.675564053674375,25.631038039676824,26.11312736216751,52975300
2010-01-27,26.33407974243164,26.441210394462285,25.49042362276861,25.677901625273186,66314300
2010-01-28,26.434518814086914,26.809477451620303,25.925648749188582,26.568432795648608,65047400
2010-01-29,26.07294273376465,26.68224871080792,25.979203745634276,26.548337330162166,53649000
2010-02-01,26.534950256347656,26.735819916145584,26.079644331900987,26.180077884701802,37408200
2010-02-02,27.150955200195312,27.237999669807742,26.5818239813221,26.648779693825993,45968500
2010-02-03,26.976869583129883,27.51921751076212,26.896519660801804,27.171044730794236,37373300
2010-02-04,25.67791175842285,26.729132494498018,25.67791175842285,26.642090561384084,57211800
2010-02-05,25.644411087036133,26.03276110487132,24.79406083981991,25.87206392923729,75224100
2010-02-08,25.242685317993164,25.637730089556793,24.98824905303787,25.637730089556793,58321000
2010-02-09,25.704696655273438,25.91226350575149,25.336435030526307,25.570782640584284,45173500
2010-02-10,26.026073455810547,26.447901460095782,25.791725983538683,25.87207332343248,39331800
2010-02-11,26.12651252746582,26.360860026477685,25.684598276331897,26.005990226775097,33830600
2010-02-12,26.079639434814453,26.233639563548806,25.684594737906043,25.89215890723695,38051100
2010-02-16,26.829551696777344,26.87642118630438,25.94572338827373,26.334073506292757,46425300
2010-02-17,26.809465408325195,27.08398779781772,26.621984896679745,26.95676842309481,34644100
2010-02-18,27.05720329284668,27.124158973457554,26.628680806867887,26.742505974745477,31809500
2010-02-19,26.802783966064453,27.25139548172841,26.71574203736608,26.856350587599234,40290200
2010-02-22,27.351823806762695,27.65312960946979,26.950084439284304,27.050520558252206,43898900
2010-02-23,26.70233726501465,27.61964349751485,26.621987372182687,27.38529602891124,52233100
2010-02-24,27.351823806762695,27.43217372361566,26.782692610468875,26.816170465392638,44645000
2010-02-25,27.21120262145996,27.244680460805586,26.581810557497786,26.889810766190205,46718100
2010-02-26,28.101728439331055,28.32938132661863,27.184419789680724,27.244680923203774,67699100
2010-03-01,28.007997512817383,28.24234501373946,27.7267779575147,28.14190891094646,34606800
2010-03-02,27.867387771606445,28.389651954872473,27.693301413315318,28.10843238631441,33891600
2010-03-03,27.807126998901367,28.16199937728172,27.679910141260923,27.8874769077024,27562500
2010-03-04,28.068246841430664,28.175380011272875,27.894160548827774,28.0615522954132,25450700
2010-03-05,28.66417121887207,28.704343614038553,28.249037738047516,28.33608218456828,34790800
2010-03-08,28.516864776611328,28.811473400579423,28.436517434473842,28.690951110275215,28524900
2010-03-09,28.403030395507812,28.670858212296956,28.155291325204836,28.382944203217,37107100
2010-03-10,28.744535446166992,29.11949419785666,28.664188054446893,28.704360473208176,40903700
2010-03-11,28.91191291809082,28.925304569065773,28.657476657959247,28.731129461223354,30119600
2010-03-12,28.89183235168457,29.15296321111743,28.69096010209306,29.01904922945534,31367300
2010-03-15,28.838254928588867,28.931993914359364,28.52355757276294,28.73781884143716,29142000
2010-03-16,28.952089309692383,29.045828316978834,28.5838252750722,29.025739562420036,28553800
2010-03-17,29.320337295532227,29.534598514772956,28.972162175717244,28.998945466671138,32918800
2010-03-18,29.219913482666016,29.32034958875563,28.89182697060632,29.29356628657223,26012000
2010-03-19,29.09267807006836,29.38728654356314,28.878416897673127,29.09267807006836,37014400
2010-03-22,29.286863327026367,29.320341168042745,28.818165890210434,28.838252083981153,23257200
2010-03-23,29.849302291870117,29.95643292479733,29.313646573038298,29.360516065306715,33735700
2010-03-24,30.09033966064453,30.110428407230465,29.59486151757795,29.755556165093186,35849200
2010-03-25,30.09033966064453,30.833559429439777,30.05686182192847,30.117122953295528,45019400
2010-03-26,30.143917083740234,30.726439860262207,29.989916926921612,30.157308734880502,39727000
2010-03-29,30.036781311035156,30.38495651876981,29.768953442255935,30.29791207828718,30628400
2010-03-30,29.849302291870117,30.163997089358688,29.70199671377179,30.063563557724542,30296300
2010-03-31,29.96312713623047,30.13051890794125,29.628343592808896,29.668518537529952,39043000
2010-04-01,30.284879684448242,30.372021487903886,30.157520554053704,30.184331252995353,23894600
2010-04-05,30.392135620117188,30.432355511346053,30.02346223353911,30.351915728888322,21342400
2010-04-06,30.727296829223633,30.794327431024684,30.26477953986785,30.31840350989798,28192100
2010-04-07,30.37872314453125,30.868053553590467,30.177628841186106,30.72058576156552,28890100
2010-04-08,30.673675537109375,30.814443916201714,30.03687704015854,30.271486743555794,28869900
2010-04-09,30.821134567260742,30.98201155947556,30.46586784564654,30.754103978785512,22881200
2010-04-12,30.928394317626953,31.149599928624166,30.76751983422335,30.854659113961215,24645900
2010-04-13,30.747392654418945,31.089255229139226,30.733986028248296,30.8613476983432,27988900
2010-04-14,31.994182586669922,32.12824629897513,31.357381871009647,31.77297963486106,72533100
2010-04-15,32.047813415527344,32.309236283392075,31.833312469738175,31.94056294263276,45412100
2010-04-16,30.532894134521484,32.00758988678933,30.258064669189277,31.953963377918324,121203900
2010-04-19,30.425649642944336,30.633448570007882,29.889397234292,30.31839916121387,72136600
2010-04-20,30.754108428955078,30.935094112490777,30.53960744633204,30.680373236730894,39310700
2010-04-21,30.398834228515625,31.095963588876266,30.164224615438968,30.86135397579961,46320600
2010-04-22,29.989933013916016,30.244651202291987,29.514006804998587,30.10388548391809,63176900
2010-04-23,30.124008178710938,30.21114999799922,29.661490935509967,29.98324239474368,32483800
2010-04-26,29.42017364501953,30.036865795598843,29.312923169751784,30.01675457351218,42889300
2010-04-27,28.428112030029297,29.741931264941265,28.35437683347903,29.145350212203358,66296100
2010-04-28,29.131925582885742,29.299504541678758,28.676110610404574,28.716330481053614,48578900
2010-04-29,29.493911743164062,29.71511730862337,29.22578424995035,29.420176554677628,36520300
2010-04-30,28.542062759399414,29.527425756443098,28.30745057377707,29.507317090295217,54121100
2010-05-03,29.178857803344727,29.312921529189495,28.74985592628378,28.803482439442842,31230900
2010-05-04,28.468320846557617,29.064901667125174,28.320850510847862,28.803478840768836,48982200
2010-05-05,28.57558250427246,29.07161509820424,27.898561658618956,28.227017746806407,43062100
2010-05-06,27.355588912963867,28.676109309553986,26.336708582876128,28.57556347307048,78226200
2010-05-07,27.322080612182617,28.046023161360598,26.66517120110598,27.50306624947711,72976300
2010-05-10,28.119762420654297,29.024688181563175,27.76449312972708,28.367778675035087,66578300
2010-05-11,27.851621627807617,28.5219374434326,27.583496835788768,27.79129310211929,50771200
2010-05-12,27.945480346679688,28.01251349824727,27.35560395520461,27.978998200990116,47700000
2010-05-13,27.355588912963867,27.885136455368134,27.335477700025674,27.77788602888794,35320800
2010-05-14,26.738893508911133,26.87965919561456,26.2830786173511,26.87965919561456,60719400
2010-05-17,26.705408096313477,26.839471900867085,25.988169682564237,26.76573668050988,56506200
2010-05-18,26.15574073791504,27.228245729694056,25.840691277869006,27.228245729694056,61735000
2010-05-19,26.39704704284668,26.584734720565503,25.820574824649924,25.833981452637385,64600500
2010-05-20,25.35805320739746,26.309900613679183,25.009488612166127,25.840678944827292,76564100
2010-05-21,26.846162796020508,26.919897985768703,24.815105566299636,24.815105566299636,89588800
2010-05-24,25.887605667114258,26.980221567046467,25.80716845543575,26.91989301902437,49141600
2010-05-25,26.102108001708984,26.149029924123617,25.03630530090672,25.250806248245905,66813700
2010-05-26,25.994871139526367,26.477499802281027,25.787074676327034,26.269700782027364,50719600
2010-05-27,27.094175338745117,27.141099817894645,26.410455171894508,26.531112273586494,44843000
2010-05-28,26.53110122680664,27.047242154962625,26.383630929018125,27.033838088847226,41252400
2010-06-01,25.8339786529541,26.785826123434763,25.807165399884983,26.35682430253911,37848600
2010-06-02,26.511001586914062,26.557923509957472,25.92112269530013,26.25628074964052,39618500
2010-06-03,26.20935821533203,26.772423835773964,25.887606797515637,26.718799877997714,30950400
2010-06-04,25.217294692993164,25.94123741537308,25.13685746507985,25.80047162726144,52868900
2010-06-07,24.614009857177734,25.559155526814948,24.573789967620744,25.331247933431705,44528300
2010-06-08,25.324539184570312,25.337945812222802,24.5000507618381,24.7078496548725,51017900
2010-06-09,24.88214111328125,25.579270700638677,24.808405908861197,25.572568662534053,42586000
2010-06-10,25.666410446166992,25.720034417794427,25.076531415943418,25.25751711466157,44302600
2010-06-11,25.532346725463867,25.5859706971836,25.150266657641346,25.33125235667101,31147600
2010-06-14,25.022897720336914,25.652993845160264,24.955864585534876,25.45189955485942,48662200
2010-06-15,25.639591217041016,25.659699882091527,24.975977142790736,25.1703694284558,45355600
2010-06-16,25.820575714111328,26.061889912092738,25.465309009890316,25.485417674037794,37217100
2010-06-17,25.766950607299805,26.075297964364758,25.41838591974386,25.874201083697553,34755100
2010-06-18,26.26299285888672,26.32332142821555,25.726740329882514,25.87420817720007,37270800
2010-06-21,26.055187225341797,26.66517480061558,25.914421451906254,26.51100239775002,33665100
2010-06-22,25.693212509155273,26.531107476601466,25.619477342891606,26.09540107070844,42245700
2010-06-23,26.06859016418457,26.216060509983976,25.485415930332074,25.66640156643514,45046000
2010-06-24,25.492122650146484,25.941235805315873,25.083229384964167,25.8406873588748,73843400
2010-06-25,26.437265396118164,26.544515867128773,25.659698842028007,25.99485688356778,70734200
2010-06-28,25.8339786529541,26.571325212986935,25.787056738609422,26.5109966721077,39962900
2010-06-29,24.8419132232666,25.411680831242005,24.72125613218077,25.411680831242005,56694200
2010-06-30,24.540264129638672,25.130142804478297,24.473231009172757,24.81509353091871,35332500
2010-07-01,24.218080520629883,24.627530375528913,23.60054501652085,24.526846992409446,56642900
2010-07-02,24.05027198791504,24.62753003388853,23.721366795634328,24.37246341841764,36796000
2010-07-06,24.385883331298828,24.75506077559494,24.070403167357924,24.627524933721293,35953600
2010-07-07,25.607528686523438,25.667939732316515,24.439582654707102,24.59396586938951,44602900
2010-07-08,25.614246368408203,26.05725996280873,24.93630229233702,26.03041003331774,41498200
2010-07-09,26.077404022216797,26.104253959834168,25.292062551041077,25.339048661595985,30422300
2010-07-12,26.305620193481445,26.40630616710952,25.90959262338871,26.08411463627062,24998900
2010-07-13,27.171493530273438,27.312451752349467,26.67478287327724,26.721768947302586,48564800
2010-07-14,27.084247589111328,27.10438631810221,26.74191992287125,26.950003052107633,37320600
2010-07-15,27.158079147338867,27.41314833462185,26.386162944515338,27.332601113577223,81876200
2010-07-16,26.17808723449707,27.084250768393993,26.0841150233434,27.037264662817154,58507400
2010-07-19,26.20492172241211,26.41971595287867,25.587386389408852,26.198207962401103,35404900
2010-07-20,26.600950241088867,26.607661440847405,25.694784640727423,25.721634560860206,43538200
2010-07-21,25.78875732421875,27.017114309464304,25.735060043412318,27.017114309464304,41115600
2010-07-22,26.41301155090332,26.580819762943495,25.996847901997718,26.151231149808666,35494400
2010-07-23,26.735204696655273,26.8224631204654,26.157944056434292,26.292188573234498,28241000
2010-07-26,27.070819854736328,27.09095601921283,26.513695405753996,26.715064732168727,27209400
2010-07-27,27.312467575073242,27.681647742788122,27.258770271028656,27.346031270720395,44872200
2010-07-28,27.064115524291992,27.453431910174306,26.950007138426983,27.14466277081734,23945400
2010-07-29,26.990270614624023,27.406436799480296,26.78890128418871,27.325887018866204,28994300
2010-07-30,27.037254333496094,27.31245965839976,26.661365632486046,26.661365632486046,26406500
2010-08-02,27.95013999938965,27.990414898722534,27.33931810920214,27.507126348930033,35566700
