strategy,max_drawdown,sortino_ratio,worst_5d_loss,kurtosis,cvar_95,var_95,sharpe_ratio,annual_return,annual_volatility
regime_scaling,-0.24658711429094393,0.9997585197421236,-0.14766045029241165,10.32321374283677,-0.03732506097787383,-0.02391185735621317,0.7001366489900557,0.1868416763790985,0.2668644264021449
constant_exposure,-0.24782866321174457,1.0339172169246917,-0.14766045029248928,9.861941177540558,-0.03807268692571916,-0.024637372093483417,0.7204129345830375,0.19729919164183793,0.2738694265588433
